reviewId,userName,rate,reviews_text,tanggal reviews
b4684da7-8ab8-464e-b57a-ccc0d69b2e37,kavaya tigan,5,"pospay agen memberikan pelayanan yang cepat dan mudah ,memudahkan transaksi pengisian pulsa,data internet,tranafer tunai,e wallet dll.pembayaran tagihan dengan proses yang praktis",2024-11-28
81706c9a-8475-40ca-8d84-032ec3fdc09f,dede mardiana,5,apk yang sangat bagus dan bermanfaat membantu saya untuk mempermudah dalam transaksi online serta dapat menghasilkan uang juga dengan berjualan pulsa atau pun produk lainnya terimakasih postpay.,2024-11-28
41b8615b-b900-4304-b869-e6d8139477cc,risa multi,5,"pospay agen, emang sentral semuanya, e materai, top up e wallet,transfer antar bank..banyak untung dan memudahkan.. mantaap best",2024-11-28
7f199e38-580f-4fc9-9fef-607eed927405,amir julia mahmudi,5,"bisa gini ya.., aplikasi untuk pembayaran yang lengkap dari pulsa, transfer ke semua bank dan bayar tagihan dan enaknya itu di setiap transaksi kita mendapat komisi🤩🤩",2024-11-28
e321ca4a-5d75-4c11-9712-d6cbb38c590a,erna juliana,5,"aplikasi pospay agen melayani top up e-wallet, pulsa dan paket data, transfer emoney dan lainnya. ada biaya adminnya juga, aplikasi online sangat bermanfaat dengan harga terjangkau bahkan kirim uang & transfer ke semua bank. dari setiap transaksi yang dilakukan, pasti dapat komisi/imbal jasa yang bisa bikin kamu cuan tiap hari. mari di download aplikasi pospay agen.",2024-11-28
bbeaec0f-838e-429b-9230-af7c4b243a23,muhamad panji,5,"aplikasi yang sangat membantu sekali,di pospay agen kita bisa bayar tagihan bulanan dan sudah ppob, juga bisa kirim uang dan transfer ke semua bank jualan e-meterai top up e-wallet dapat komisi cuan tiap hari banyak untungnya berkah rezekinya bayar apa saja pasti dapat komisi pokoknya recommended deh",2024-11-28
e40b41c2-879e-4a0c-ac5a-feebbd48545f,sulis tt,5,"pembayaran apapun mudah pakek aplikasi ini. jadi nggak repot lagi bayar online apapun, nggak lemot juga aplikasinya. rekomendasi banget pokoknya.",2024-11-28
f08f65eb-f939-4dfb-b44a-3447330867b5,lengob ch,5,"pt pos indonesia emang mantap, aplikasinya keren. dengan adanya aplikasi pospay agen aku jadi merasa terbantu banget, memudahkan keperluan tanpa harus keluar rumah. cukup dalam genggaman, fiturnya komplit. buruan download..",2024-11-28
7088bb2c-cc4a-45a0-8c97-8edd36c3e43c,naura nadia,5,"setiap aku mau bayar tagihan bulanan aku tidak perlu repot lagi keluar rumah cukup pakai aplikasi pospay semuanya menjadi mudah dan praktis, aplikasinya benar-benar lengkap untuk segala pembayaran dan bisa untuk kirim uang juga .",2024-11-28
f6065fe4-04b3-4be4-83dd-f3406777bee7,tri baguz,5,"aplikasinya sangat membantu banget, untuk membayar tagihan kebutuhan rumah tangga, bayar pdam, bayar listrik, dan beli pulsa juga pkok banya sekali, fiturnya juga bagus banget.",2024-11-28
0bd432f0-915b-4c91-9912-b5ed4fc2887e,riyanto,5,di sini nihhh pospay agenn fitur lengkap sekali untuk bayar tagihan bulanan paling lengkap dan bisa juga lo untuk jualan pulsa dan paket data internet,2024-11-27
3fbeceee-af59-4f86-9a54-b4ff15830a80,delima lombu,5,"apk ini sangat memudahkan pemula dalam melakukan pembelian token, pulsa atau kebutuhan rumah tangga.",2024-11-27
164ad052-fdd2-4585-8abe-7dc20d8b4e2f,ahmad solehan,5,"aplikasi size ringan mudah di gunakan, sekarang gak ribet kalau mau bayar listrik,bpjs dll sangat membantu.",2024-11-27
0845c4b3-1eb7-49e0-af12-04c8955e17e2,yusuf satria,5,"pospay agen ini aplikasi sangat membantu sekali, transaksi cepat dan sangat tepercaya, rekomended banget",2024-11-27
792a3ca9-ed07-4817-8caa-c6bbf02b2c8b,lutfi emran,5,sumpah nih aplikasi keren banget bisa bayar tagihan bulanan paling lengkap ... bayar apa saja bisa dapat komisi loh,2024-11-27
2cd5f8d1-17c4-40d6-a5b9-e8eca820abd9,sipah fauziah,5,pospay agen aplikasi yang bagus bisa bayar tagihan bulanan paling lengkap.,2024-11-27
bcba6c36-d1aa-4639-a61c-a3efca015656,rab co,5,"aplikasi yang sangat bagus,transaksi apapun dapat di lakukan dengan mudah,pulsa token, pembayaran dan lain2",2024-11-27
34a7d3aa-db68-4164-b665-5e28951a1b7b,hady hernandes,5,mantap aplikasi ini sangat rekomended karna bener bener mempermudah urusan sehari hari dalam hal transaksi sangat memuaskan,2024-11-27
0d8de5e0-779d-4639-820e-2c349d7f633c,saiful nazib,5,pospay agen aplikasi paling lengkap dan mudah,2024-11-27
d48b2776-40e1-4254-8178-673e0cee04e5,debby lasut,5,"mau bayar tagihan apa aja disini bisa. jualan pulsa bisa, jualan e-materai bisa, transfer dan kirim uang ke semua bank bisa. top up e-wallet bisa, dapat komisi pula. bayar apa aja dapat komisi juga. untung dong.... untung dong... cuan... cuan .... cuan....",2024-11-27
d7ae652b-7e79-445c-8ff8-f45030977995,fanny auliani,5,aplikasi pospay agen memudahkan segala urusan kebutuhan pembayaran bulan dengan mudah dan aman,2024-11-27
f7907c19-4d52-4ea0-9985-3cb909bca5b8,denia a15,4,"pospay agen nih bos aplikasi bayar-bayar paling lengkap transaksi di aplikasi ini dapet komisi lagi, wiih mantap dapet tambahan cuan",2024-11-27
46d46704-0302-46e7-bd1c-3251f4c853f9,firman takoemie,5,"aplikasinya gampang di gunakan, dan juga harga harganya sangat murah untuk di jual lagi, pokoknya mantap ini aplikasi.",2024-11-27
8bc9135e-5804-4b06-ab24-aa68bf5401ef,eko a/p,5,"ini aplikasi keren bikin untung, aplikasi bayar-bayar, bayar apa saja pasti dapat komisi, cuan tiap hari banyak untungnya, kirim uang dan transfer ke semua bank juga jualan e-meterai.",2024-11-27
9e15ca84-e0e9-4226-89e0-71daa660bc75,riyanto geographer,5,"pospay agen aplikasinya mantap.. lengkap fitur-fiturnya.. memudahkan buat bayar-bayar, jual beli pulsa dan banyak cuannya.. top👍",2024-11-27
4cada3be-6491-4e8b-8601-7cb1c563a175,mulya sabena,5,"aplikasi pospay luarbiasa mantap👍 pengunaannya mudah dan gak bikin ribet,bayar ini itu juga sangat lancar🤩",2024-11-27
cc38d9bd-0e0f-48ce-9958-8c7b436d4eb4,lukman uye927,5,"fitur-fiturnya lengkap, mulai dari pembayaran tagihan, isi pulsa, hingga transfer uang. prosesnya cepat dan mudah dipahami, cocok untuk para agen yang ingin melayani pelanggan dengan lebih praktis. desain aplikasinya juga sederhana,",2024-11-27
fb24d204-06da-46ae-a45f-c993645e2b7a,hermawan susanto,5,"paspay agen mempermudah,sangat membantu,segala hal jdi lebih mudah",2024-11-26
2405bb3f-d3ab-475a-b83f-2f2b91d28118,sidik permana,5,"proses transaksi cepat, mulai dari pembayaran tagihan, transfer, hingga pengiriman uang. pelayanan juga lengkap dan selalu tersedia dengan dukungan teknis yang siap membantu jika ada kendala",2024-11-26
b85ebb31-d061-4d49-9607-56399086ab79,mawar sari,5,"aplikasi bayar bayar yg memudahkan, berkualitas, rezeki lancar",2024-11-26
fe18f009-36b6-4a45-9845-44f7ef6e67a6,dwi restuprastya,5,"pospay agen adalah aplikasi bayar-bayar yang multifungsi dan cocok untuk usaha, menyediakan layanan bayar tagihan bulanan paling lengkap seperti listrik, air, dan bpjs, sekaligus memungkinkan anda jualan pulsa, paket data internet, serta kirim uang dan transfer ke semua bank. sebagai aplikasi ppob, pospay agen juga menawarkan fitur jualan e-meterai dan top up e-wallet dapat komisi, sehingga anda bisa cuan tiap hari sambil menikmati banyak untungnya.",2024-11-26
0fc12943-fc3b-4c8c-b3c0-4525847d0ff6,wildan alhabsyi,5,"aplikasi sangat bagus dan bermanfaat, memudahkan kita yang ingin menjual pulsa atau paket data, maupun transaksi keuangan dimna saja dan kapan saja bisa pokonya paling lengkap fiturnya, aplikasi nya mudah digunakan dan dipahami, aplikasi nya sangat berguna banget yang ingin mendapatkan tambahan cuan pokonya mudah digunakan baik dalam fitur maupun transaksi 🔥⭐",2024-11-26
308dfbe0-8f60-4cba-8344-ef419f09dedc,steven marcus,5,"keren banget aplikasi ini, membuat transaksi keuangan secara mobile jadi praktis, fitur-fiturnya banyak dan menarik, bisa bayar tagihan listrik, air, pembayaran angsuran kredit kendaraan atau rumah, bayar pajak serta pembelian tiket pesawat atau kereta api, sangat rekomended 🔥👍",2024-11-26
92ad8a31-4a0c-49a8-9d51-d3c2e02bd026,ratuloly wafiq,5,"nyaman bngt sih pake pospay. udh simple, transaksi jg mudah. dan gampang . fitur2nya jg lumayan lengkap untuk bayar2. mantapp rekomended sih ini",2024-11-26
1717d675-e40f-4f46-8570-7d2bcbff9709,tauvik hidayat,5,pospay apk bayar bayar terbaik menurutku ada pulsa paket data internet dan bisa tf kesemua bank... rekomend banget pokoknya,2024-11-26
90c09306-9581-4cf4-b7a7-a159e19661d7,rafidan triadji,5,"sejak pake pospay agen, bayar semua tagihan & kebutuhan jadi mudah, aman, cepat plus bisa dilakukan kapan aja. pilihan lengkap, dan display simple anti ribet. 🤩",2024-11-26
9e71745b-c52a-4ed8-a7d5-fa66977d15f5,dini hardianti,5,"kebantu banget dengan adanya aplikasi pospay agen, bayar² kebutuhan rumah tangga jadi mudah, semua ada ; token, kuota, bayar pdam, lengkap pokoknya dan saya yang punya usaha jual pulsa, kuota internet dirumah menggunakan aplikasi pospay ini sangat diuntungkan dari hasil jual pulsa yang tentu harganya lebih terjangkau, lebih untungnya lagi setiap transaksi ada komisi yang saya dapatkan. hehehe... untung berlipat jadinya, pelayanannya juga cepat no loading². terimakasih pospay agen.",2024-11-26
3601b300-6d1b-43e7-9e9c-4df468dd38b9,dude channel,5,ini baru mantul pembelian pulsa dan top up paling aman bisa buat bayar data juga bonusnya banyak seneng banget keren pertahankan ya bayar apa saja pasti dapat komisi,2024-11-25
54c4c228-79f0-4294-9f2c-5c34b58ed880,ebnu sambodo,5,"mantab nih pospay agen, aplikasi pembayaran digital yang komplit banget dan melayani pembayaran melalui semua bank.👍",2024-11-25
31ed0d23-ea0d-45c4-b22c-b40acff9c6f4,othman dabo,5,"dengan pospay agen sangat membantu dan memudahkan layanan seperti tranfer, mengisi token listrik yang kadang mati tengah malam, mengisi pulsa dalam keadaan darurat dan lain-lain.",2024-11-25
00ef3e8c-9489-42fb-9915-d48546a2aab4,cahyadi firdaus,5,"berkat pospay agen saya mendapat keuntungan yang lumayan untuk menambah kebutuhan sehari-hari, juga memudahkan proses transfer ke semua bank",2024-11-25
06f04d4b-0f7d-4fbf-a84b-2ff98fd800b5,wan dy,5,"mantap aplikasi nya, agen pulsa dan pembayaran dengan mudah dan aman, pokoknya rekomendasi bangat deh",2024-11-25
271a6fe7-aba4-4ce5-8dc1-5f46f1798ab4,devi indriani,5,"aplikasi ny bagus bnget membantu sekali dalam bertransaksi bisa kesemua bank mau isi pulsa juga g bingung, isi listrik,paket data dll.dan pastinya dapat komisi bisa cun tiap harinya makasih pospay",2024-11-25
59a38aca-7037-48fb-9f59-473f3cf9bd05,ibrahim moch,5,"aplikasi pospay agen sangat rekomendasi fitur - fitur di dalamnya sangat lengkap mudah dan tidak ribet sangat cocok untuk pemula. pospay agen juga aplikasi ppob bayar tagihan bulanan, jualan pulsa, paket data internet, kirim uang, transfer ke semua bank dan lain lain.",2024-11-25
f4962d72-2be0-4889-aa39-7f160f677df5,gita gusmaryani,5,"aplikasi pospay pembayaran digital memudah kan saya untuk jualan pulsa, paket data internet, top up e-wallet, bayar tagihan listrik, air, pbb, mayan dari setiap transaksi dapat cuan kitanya mantap dah buat nambah kebutuhan dapur.",2024-11-25
41e2ecb7-23e5-410e-8775-349109023c11,gani vtube,5,"aplikasi bayar2 ,ku pilih pospay agen, ternyata banyak untung nya, kemudahan bayar2 online yg super cepat ,amanah dan cuan ,jualan pulsa,paket data dll, pokoknya pakai pospay , sat set dah",2024-11-25
6993018c-1da9-4f0c-9bed-03bb0c8981ed,izza aulia,5,"rekomendasi banget aplikasinya, fiturnya sederhana dan mudah dipahami.registrasi mudah dan cepat.transaksinya dijamin aman.adminnya ramah dan fast respon.produk yang dijual lengkap dari mulai pulsa data,token listrik,bayar tagihan bpjs dsb.harganya lebih murah dibandingkan aplikasi lain.buruan download aplikasinya sekarang juga.",2024-11-25
e6e6cc59-0bc7-4c4f-894a-95bc12c93baf,nizar nizar,5,"aplikasi yang sangat membantu sekalli,beli pulsa aama bayar2 apa aja jadi mudah,harga pulsanya pun murah,suka banget pake aplikasi pospay penarikannya pun cepet ke bank",2024-11-25
87182407-a5ec-4618-9c06-79b393da6214,siti sofa marwah,5,"aplikasi bayar-bayar yang cukup mudah di gunakan, bisa kirim uang dan transfer ke semua bank, dan di setiap transaksinya bikin cuan.",2024-11-25
fb4b12c0-3e85-4bf6-a9d7-a05534aa341a,ar games,5,"bagus sekali aplikasi ini, dapat menambah penghasilan yang lumayan dirumah, juga sangat mudah digunakan dan cepat proses transaksinya, bisa beli pulsa, bayar pdam dll. harganya pun bersaing dan cukup murah juga.",2024-11-25
64564ca1-daa2-438f-9a57-124ee04d8561,anggita khesturia,5,"pospay lebih enteng dan cepat ya dalam proses pembayaran online, dah 2 bulan ini pakai sangat puas dengan kinerjanya, mantap pokoknya, mksh pospay",2024-11-25
cfe420af-864e-47f3-b9f2-817df8fbdb16,ahmad fauza,5,"lumayan fleksibel, bisa dipake buat sendiri atau buat buka usaha konter. produk lengkap ada pulsa, kuota, tagihan pln, dan semua produk harganya murah-meriah. bisa kirim uang dan transfer ke semua bank",2024-11-25
d88f3a13-b803-409e-952d-8d59a7f85dee,rudi winardo,5,aplikasi pospay aplikasi terlengkap untuk transaksi semua urusan tagihan fiturnya lengkap dan gampang di operasikan..banyak untungnya dan manfaatnya bagi saya untuk melakukan transaksi..semoga berkah,2024-11-25
3dd7f072-8119-45e3-8c48-fe01989ffc95,kadek,1,pelayanan buruk...,2024-11-21
258a784d-fa85-48aa-97be-9ff944d6e52a,isnaini zhen,4,"jangan di instal deh mendingan , karena kalau transaksi kalian pending saldo terpotong gak bakal kembali , saya udah alami , respon cs gak ada sm sekali ,, aplikasih merugikan jgn di instal",2024-11-14
f24737bb-13e6-4276-8ff2-f9951a3545a1,alba bae,1,"gak ada penyelesaiannya, itu saldo saya melayang ke mana bagi prodak yang pending, apa mungkin ini kesempatan bagi pihak pospay cari duit yah tempat komplain gak di balas",2024-11-13
ba23c7f5-3b98-4eb7-899c-607de7dcec3b,muhammad erland alfaruq,5,"agen terpercaya, cepat, dan mudah",2024-11-12
943783a2-68ac-498e-9ed8-e554a3f4ad43,erick winandar,5,"applikasi sangat membantu, terima kasih dan sukses selalu 🥰",2024-11-12
713df56e-4693-40fb-b45b-7f101e20e75d,rexy hoshizora,5,aplikasi pospay agen benar benar membantu dalam kebutuhan sehari hari seperti transfer uang dan bayar tagihan interface yang sangat simpel dan mudah dimengerti membuat saya betah memakai aplikasi ini,2024-11-11
5856e40a-bda6-4f6b-9c99-e867a075b954,purindra darma,5,"nihh baguss, pembayaran aman cepat aplikasinya gampang, mantep lah",2024-11-11
6426ea57-50d5-4224-99a1-aa84fe350a74,m. ali ashari,5,"keren, ini merupakan inovasi yang menarik, lanjutkan.",2024-11-11
3c8a5a69-9efa-4f7f-9918-c4ada74d95fd,endang riswandi,5,pospay agen sangat bagus dan sangat membantu untuk keperluan transaksi. mudah penggunaanya fitur lengkap.,2024-11-10
601145bb-a0b6-439f-bca9-3a57c02c78ac,muhamad anwar,5,aplikasi pospay agen sangant membatu mudah digunakan.,2024-11-10
5739981e-806b-4f4a-8db8-5b78a7d917e6,widya kristin oktavia,5,pospay agen sangat membantu sekali semua sekaligus dalam satu aplikasi,2024-11-10
17557a66-8e2a-40a8-824e-b1da8fad31b4,yepta herma wirawan,5,"popay mantab, coba tau dari dulu, bisa jadi agen pos indonesia",2024-11-10
e817366e-9349-431e-a457-6cb63e45d4ca,dara yang atikha,5,pospay agen sangat recommended aplikasi yg fitur fitur nya lengkap,2024-11-09
6914ecda-c248-4803-b2fc-c5076f5578df,musik asyik,5,pospay agen ini sangat membantu untuk transaksi keperluan sehari hari.penggunaanya juga mudah ngak ribet,2024-11-09
c251d758-423d-4cb5-abd4-0d7b76ceefe4,agus triyana,5,pospay agen ini sangat membantu untuk keperluan sehari hari dan sangat praktis.. terima kasih pospay agen..,2024-11-09
56f5928c-fe44-4015-8192-2174999b7f11,iman kurnia,5,"ternyata aplikasinya bagus, mudah buat bayar ini itu... 👍",2024-11-09
