Pos Office Branch,User,Reviews,Rate,tanggal_review
kantor pos jakarta barat,kristina hariyani,"lokasi mudah ditemukan. persis setelah showroom mobil daihatsu daan mogot. ada lahan parkir mobil dan motor yg cukup luas untuk pengunjung, terpisah dari parkir mobil pengiriman pos indonesia. karcis parkir resmi dari mesin jadi nominal sesuai dengan lama parkir.
area lobby kantor pos juga ada kanopi. di dekat pintu lobby juga ada ramp jika ada yg memerlukan. tapi anak tangga akses masuk pintu lobby cukup tinggi dan kondisinya agak berbahaya, harus hati2 saat menuju pintu masuk.
ruang tunggu cukup luas dan disediakan banyak kursi tunggu di dalam dan di teras gedung, jadi di dalam ruangan ber ac tanpa bau rokok. di ruang tunggu juga ada toilet.
waktu saya tiba kondisi sangat lengang, tidak seperti info pada google yg menginfokan kalau di jam itu kantor pos daan mogot sedang sibuk.
pelayanan petugas customer service dan petugas informasi cukup ramah dan cukup membantu.
jadwal yg ada di google adalah jadwal buka tutup kantor pos daan mogot, tapi masing2 layanan ada jadwal masing2 jadi harus cari info dulu sebelum datang.
sebagai informasi, saya dapat info dari petugas di kantor pos daan mogot kalau ada pengiriman yg tidak berhasil dikirim karena di alamat tujuan tidak ada orang maka dari pihak kantor pos akan mengirimkan kembali sampai 3x (termasuk saat pengiriman pertama), jika tetap tidak ada penerima baru disimpan di kantor pos daan mogot dan harus di ambil di kantor pos daan mogot (sepemahaman saya mungkin akan dikenakan biaya penyimpanan).",5,2022-08-15
kantor pos jakarta barat,held ferry,"kantornya strategis, parkir luas system pintu otomatis, pelayanan baik, packing kiriman ok, buka sampai malam.",5,2025-07-25
kantor pos jakarta barat,roby ikhsan,"pos indonesia hidup di zaman yang terbelakang, tidak mau berbenah mengikuti perkembangan zaman.
cukup sekali ini pakai pos.",1,2025-08-08
kantor pos jakarta barat,angga alfiansah,"pelayanan cepat, ramah dan tepat, ambil bsu disini cuma 1 menit. karena memang hari minggu dan sepi.",5,2025-08-01
kantor pos jakarta barat,hendri kristiyanto,"belum pernah transaksi disini sih, hanya mengantar
tapi dilihat dari luar cukup luas, terutama parkirannya dan untuk parkir gratis ya
posisi setelah hotel ibis dan stasiun pesing arah grogol, tepatnya diseberang spbu shell
semoga pelayanannya semakin baik kedepannnya, sukses terus pos indonesia",4,2020-08-15
kantor pos jakarta barat,adha yoga,"di jam buka sampe jam 21:00 tapi jam 17:00 sudah tutup, kantor pos lain melayani sesuai jam sopnya",1,2025-07-25
kantor pos jakarta barat,ayub liwa,"buat teman teman yang lagi menunggu pin adsense.
coba langsung datang ke kantor pos ini
karena pengalaman pribadi saya yg menunggu sudah 6 bln lebih pin tak kunjung datang/dikirim ke alamat kita.
ternyata pihak kantor pos tidak mengirim nya ke alamat penerima(saya kurang tau alasannya kenapa).
dan karena sudah menunggu terlalu lama akhir nya saya datang ke kantor pos untuk menanyakan pin tersebut.
sesampainya di kantor pos ini saya langsung di arahkan ke cs nya. tidak begitu lama pin nya ternyata sudah ada. dan saya menerima pin tersebut yg selama ini saya tunggu2 😀😀😀

semoga membantu",5,2022-08-15
kantor pos jakarta barat,nur khomsah,"mohon infonya dong, kalo naik kereta turun di stasiun apa ya? setelahnya bisa jalan kaki atau naik kendaraan lg? tnks",4,2025-07-25
kantor pos jakarta barat,wafi prilian,"pelayanan ekspedisi terbaik, dan ternyata bisa bayar apapun di kantor pos 😍😍 …",5,2025-02-15
kantor pos jakarta barat,andina agustianti,"saya kasih bintang 5 untuk kantor pos cabang daan mogot jakarta barat karena pelayanan dan penjelasannya enak serta masuk diakal. dr mulai satpam yang bertugas berjaga dipintu masuk hingga petugas di customer service.
tarif parkir untuk mobil sekali parkir 1 jam nya rp. 5000. cukup mahal sih ya 🤭
area parkir juga luas baik untuk motor maupun mobil.
tersedia jg jalanan masuk untuk kursi roda atau disabilitas.
lalu, untuk tempatnya cukup bersih dan terawat. jadi nyaman jg kalau nunggu antrian disini.
untuk pelayanan ramah, penjelasannya juga detail. kita dikasih no wa petugasnya jd sewaktu2 bisa bertanya terlebih dahulu tanpa harus kesana.
untuk yang sedang menunggu pin google adsense untuk kamu yg tinggal domisili jakarta barat kamu bisa bertanya ke kantor pos disini (customer service). karena google adsense semua di tmpatkab disini.  dr penjelasan petugas sih knp tidak dikirim kerumah harus diambil karena dikhawatirkan takut hilang. jd lewat satu pintu saja yaitu diambil disini.
sekian ulasan dari saya.
untuk memperoleh update an tmpt tmpt yang populer km bisa follow ya profile saya.
terima kasih🙏",5,2022-08-15
kantor pos jakarta barat,aswan_cool aswan_cool,pelayanannya buruk di telpon masuk ngga ada yang angkat  mau nanya paket di telpon susah paket saya dari google adsen di kirim dari tgl. 6 november 2023 sampai sekarang ngga ada kabarnya tolong di perbaiki,1,2024-08-15
kantor pos jakarta barat,din developer,pin admob/adsense untuk daerah jakarta barat ambilnya di sini. nanti dicariin sama customer servicenya.,5,2025-06-15
kantor pos jakarta barat,aviv ready,"udah buka mulai dari jam 7 pagi.

kesini ambil nomor verifikasi google adsense, aneh aja kenapa ngga dikirim ke alamat rumah langsung sih? bukannya udah dibayar ya sama googlenya?

buat sobat yg lagi nunggu nomor google adsense-nya ngga dateng-dateng, coba aja samperin ke kantor pos pusat di daerahnya masing-masing, tanya ke customer service bilang mau ambil google adsense. semoga ketemu ya sob",4,2021-08-15
kantor pos jakarta barat,beatrice maefina,"jadi hari ini paket gw dateng
siang,cek d web blm update.
sore jam 17.00 gw cek
lg d antr ulang krn kosong
trs gw tanya tanya by online chat
katanya bisa ambil max 19.00
gw sampe jam 18.00
jeng jeng
besok libur dan hari ini semua udah hilang mandornya
tenggo
gw nanya kan jam brp harusnya mereka boleh pulang
kata salah satu staff d sana, ya ga tentu
sumpah kzl bgt gw sampe sana ud macet-macetan ga dpt apa-apa

dan gw d sana d tanganin oleh staff yg sabar banget
kepala dingin
dan berusaha buat bantu

seenggkny gw ga gondok bgt sih
ya udah lah ya",5,2019-08-15
kantor pos jakarta barat,fransisca lim,"pengiriman next day (rp 15,000) sangat lama, tidak sesuai namanya ""next day"", 3 hari saja pesanan meterai fisik belum bisa dilacak.",1,2025-01-15
kantor pos jakarta barat,rinaldo maharditama - rinalditama,"tadi setelah dari sicepat pesing, saya kesini untuk mencoba dan melihat sendiri pos indonesia hari ini di tengah persaingan antar kurir dn logistik.

karena tanggal muda, dan pos adalah mitra bayar dari taspen (dan asuransi lainnya), tadi banyak antrian orang tua disini. cuma ada isu informasi yang diberikan satpam kurang tepat, karena loket 1-5 itu untuk mitra bayar atau transaksi non kurir/pengiriman. sementara yg kurir cuma di loket 7.

yang mau kirim barang, bs langsung aja ngga ada antrian. prosesnya cepat sampai keluar resi.

nb : pengiriman reguler sesama jakarta (beda kotamadya) cukup sehari. okelah, sama seperti kurir yang lain 👍",5,2024-08-15
kantor pos jakarta barat,jecelline putri,"kendala surat google adsense dari bulan juni, akhirnya dm instagram balasnya sangat cepat, langsung dibantu oleh kak wahyu dicarikan dokumennya dan hari itu juga langsung ambil ke kantor pos. terima kasih kak wahyu🙏🏻 …",5,2024-10-15
kantor pos jakarta barat,hendra riyanto,"parkiran harganya agak mahal, trs tidak kerjasama dgn kejaksaan jaksel untuk pembayaran tilang pdhl diinfo cs bisa, merugikan waktu saya",2,2021-08-15
kantor pos jakarta barat,gisella sardono,"sumpah buruk pelayanan ga bisa dipercaya . ngomong sudah dijakarta. giliran di datengin bilangnya masih dikarung jd blm masuk gudang . suruh ninggalin nomer telp .   woyyyyyy gw udh nunggu 2 minggu lebih . alesan bantu follow up lah tapi ga ada tanggung jawab sama sekali .
bilang aja males cari !!!!!! udah tutup aja sekalian . klo pelayanannya kaya gini",1,2019-08-15
kantor pos jakarta barat,eti rohaeti,"kantornya nyaman, bersih, pelayanan bagus dn petugasnya ramah ramah",5,2024-09-15
kantor pos jakarta barat,tjan mui,"n3h kedua kali nya datang sini..
customer service nya ramah.
siap melayani dengan baik..",5,2020-08-15
kantor pos jakarta barat,sugeng supriadi,"kantor pos sekarang ramah dan nyaman pelayanannya, ruangannya bersih dan ber ac, antriannya tidak terlalu panjang, kirim-kirim dokumen dan paket cepat sampai, bayar tagihan apa saja bisa...wah pokoknya top banget deh, maju terus pos indonesia 👍👍 …",5,2024-09-15
kantor pos jakarta barat,thariq izzah robbani,"pelayanan cepat dan bagus, pembayaran bea masuk paket impor mudah (dan lebih murah). akses mudah karena dekat dengan halte damai koridor 8 transjakarta.",5,2025-01-15
kantor pos jakarta barat,klarissa chrishalim,paket ga pernah sampe rumah! selalu ketahan disini. ga tau kenapa ga dianter2. kalo bukan kiriman pemerintah ogah pake pos.,1,2019-08-15
kantor pos jakarta barat,felix richard,"pelayanan cepat banget!!!
special thanks to mas tri yang udah follow up untuk pengiriman dokumen, keep the great work yaa untuk tim pos indonesia cabang jakarta barat 👍👍👍 …",5,2024-11-15
kantor pos jakarta barat,niandra salon,"terimakasih buat kantor pos ini, pelayanan ramah dan gercep. terimakasih buat mas wahyu yang langsung infoin kalo saya sudah dapat pin google adsense yaa, tambah maju terus buat kantor pos nya",5,2024-10-15
kantor pos jakarta barat,juwita theresia,"bulan agustus 2024 bulan kemerdekaan ..yukk transaksi bayar listrik , air dan asuransi di ktr pos ada gebyar merdeka ..dpt hadiah ..mantap ..semangatt merdeka ..hari ini nuansa pakai baju merah putih .. baguss..",5,2024-09-15
kantor pos jakarta barat,carla hoky,"paket ke 1 dikirim setelah lewat dari tanggal yang di tentukan sehingga saya harus membayar denda beberapa hari untuk menyimpan barang saya.

paket ke 2 , tidak dikirim surat / sms dan wa untuk membayar pajak . saya menunggu hampir sebulan, dan akhirnya saya harus ke kantor pos indonesia untuk mengambil paket saya dengan membayar denda perhari.

apakah ini disengaja untuk mencari keuntungan dari denda / sewa tempat untuk menyimpan barang konsumen???",1,2024-08-15
kantor pos jakarta barat,totok aris budianto,"pelayanananya bagus...petugasnya ramah"".. kiriman nya jg cepat sampai...",5,2025-02-15
kantor pos jakarta barat,prima nusabakti,"gaada tempat penyimpanan motor, tapi pihak pos ngirim motor ke sana. wkwkwkwk aneh.",1,2025-02-15
kantor pos jakarta barat,syauki ahmad,"kena denda keterlambatan dengan alasan nomor handphone tidak bisa dihubungi, menariknya mereka tahu ada kesalahan pengetikan nomor handphone (seharusnya +62 lalu nomor hp, sedang yang tertera +6221) lucunya pihak pos bisa kirim wa ke nomor yang menurut mereka salah untuk memberitahukan ada paket datang (tentu dikabarin setelah lewat batas waktu dan saya kena denda) saya protes karena kalau benar salah kenapa mereka tetap bisa hubungi saya, tidak digubris, uang denda harus dibayar, uniknya uang denda bisa di nego dan disarankan bayar cash ke oknum, benar-benar pelayanan yang luar biasa! satu lagi bagian pelayanan sangat ketus, sangat tidak layak mengurus bagian complain, lebih enak berbicara dengan bagian pengantaran barang",2,2024-08-15
kantor pos jakarta barat,agung rinaldi,"pelayanannya udah mantap jiwa, bayar apa aja & kirim motor juga bisa loh pokok'e recommended ...",5,2025-02-15
kantor pos jakarta barat,muh. yusbar,"pelayanan cepat untuk pengambilan pin adsense, dan trimakasih untuk customer service pak wahyu afriyanto atas bantuannya 🙏 …",5,2024-10-15
kantor pos jakarta barat,ina dewi,jam pelayanan sampai malam. ada juga jasa pickup kiriman jadi ga perlu antri tinggal tunggu di rumah paket akan di pickup 😊😊👌👌 …,5,2024-09-15
kantor pos jakarta barat,andi anindi aisyah hanako,"paket ga dikirim2 dengan alasan belum bayar tax, sampai dibalikin ke kantor pos pasar baru. padahal ga ada pemberitahuan aama sekali dan ga ngirim surat pemberitahuan tax ke alamat penerima. sistem komputer pas mau bayar tax juga error. kantor yang sangat tidak profesional dan sistem yang sangat tidak baik!!!",1,2023-08-15
kantor pos jakarta barat,basuki martowibowo,saya ambil google adsense pin saya disini. petugasnya  bpk. wahyu ramah dan sangat membantu. terima kasih pos indonesia.,5,2024-11-15
kantor pos jakarta barat,safitri mahmud,buat yg mo ambil dana taspen/asabri jgn disini lama bgt guys kasian kan yg ngambil orang tua pada ga bs gercep apa dan kenapa counter pengambilan dana pensiun cuma 1? padahal banyak yg kosong super lambaaat bintang 1,1,2024-08-15
kantor pos jakarta barat,wigati andayani,"molor molor molor dan selalu molor
bayar ekspress tapi selalu molor
alasan kurir alamat tidak ditemukan, gedung segede itu ga ditemukan",1,2025-04-15
kantor pos jakarta barat,stevano bram alexander,pencairan bsu sampe jam brp ya?,3,2025-07-25
kantor pos jakarta barat,rudi kurnaedi,"layanan jasa paling gk responsif..  paket 4x gagal kirim pas di telpon katanya drmh gada org padahal ada.  lagian kan itu bukan barang cod kurir gada inisiatif naro habis itu foto kirim ke wa.
dripda lo bolak balik mending taro trs chat wa . minimal no kurir dicantumin  !!! biar kita bisa chat langsung  sama abang kurirnyeee

instagram gk respon,  no wa gk terdaftar, no kurir gada bijimana ini kantor pos tertua pelayanan gk banget.

telalu menggampakan",1,2023-08-15
kantor pos jakarta barat,eka bustami,"bagus pelayanannya ramah, kiriman saya cepat sampai 👍🏻 …",5,2025-02-15
kantor pos jakarta barat,felicya cardella,"pelayanan baik dan cepet banget, baru tau ternyata ngurus google adsense di sini, dan dibantu dengan gercep 🫶 …",5,2024-11-15
kantor pos jakarta barat,roida sianipar,pelayanan surat di rskd dilayani dengan baik dan cepat. sukses dan maju terus pt. pos,5,2024-12-15
kantor pos jakarta barat,septi aryani,pelayanannya ok. ternyata bisa kirim uang jg ke luar negeri 👍 …,5,2025-02-15
kantor pos jakarta barat,david,"pengalaman terburuk!!!

jumlah pegawai sangat kurang, tidak ada instruksi yang jelas. ketika dilayanipun, staff bersifat ketus, ogah-ogahan, tidak sopan, sinis dan bersikap seolah saya itu beban bukan customer .

merasa sangat kecewa, lebih baik menggunakan jasa logistik ainnya",1,2024-08-15
kantor pos jakarta barat,nurul aini fadilah,"kantor pos terbesar yang pernah saya datangi di jakarta barat, buka sampai malam bahkan tertulis 24 jam. lokasinya sangat strategis, loketnya juga banyak jadi pelayanan cepat. kalau sore ke malam hanya beberapa yang buka tapi tidak masalah.

bisa dijangkau dengan busway juga, sangat mudah. lumayan ramai orang juga jadi ngga serem kalau ke sini malam. overall good semua.",5,2022-08-15
kantor pos jakarta barat,donny qiu,"saya beberapa kali mengambil barang kiriman dari luar negeri. setelah gedung baru selesai renovasi, pelayanan kantor pos terkesan modern dan terpadu. petugas yang melayani saya juga ramah dan sangat membantu. waktu menunggu memang sedikit lama apalagi pagi karena meski kantor pos buka jam 7 tapi untuk pengurusan paket dari luar negeri dimulai dari jam 8.",4,2018-08-15
kantor pos jakarta barat,evander febriyan wicaksana,keren  wisata mesin waktu seru,5,2025-02-15
kantor pos jakarta barat,lab ideas,"cepat sih untuk pelayanannya malah terkesan buru-buru, tapi saya awalnya minta pengiriman pakai kargo (yg ritel train). saya pikir di prosesnya dengan layanan itu. tapi ya mungkin pengetahuan saya tentang kirim mengirim barang ini kurang.. jadi paket saya ternyata dikirim dengan pos jumbo ekonomi. hmm.. jadi yang saya minta dan yg diproses beda. lalu, mungkin pt pos bisa di training karyawannya agar lebih ramah dalam melayani. terima kasih.",2,2020-08-15
kantor pos jakarta barat,"delvina s.sos, m.m","saya membeli produk dari singapore setelah 2 minggu dari pengirim sampailah ke kantor pos lalu pos indonesia mengirimkan surat informasi barang sudah dimereka, saya ambil ke kantor pos tp saya lupa bahwa tgl tersebut hari libur (sabtu, hari buruh nasional) , akhirnya mereka tawarkan antarkan ke rumah berhubung saya sudah datang cukup jauh dari rumah. tetapi senin pk 10 pagi sudah sampai, sejauh ini pelayanannya gak ada masalah, petugasnya ramah. tapi sepertinya untuk kontak centernya perlu diperbaiki karena tidak ada email dan nomor telephone yg bisa dihubungi. thanks pos indonesia, akhirnya saya bisa memakai keyboard lenovo pengganti saya yg rusak.",4,2021-08-15
kantor pos jakarta barat,vicky ling,"tempat ny bersih,pelayan ramah dan gesit",5,2025-04-15
kantor pos jakarta barat,yohanes teguh,"kirim paket ke luar negeri dan membayar pdam/pln selalu disini, pelayanannya sekarang ramah dan cepat",5,2024-09-15
kantor pos jakarta barat,senja anastasja,"tracking number: cw748870756us
image of a progress bar displaying in transit status in-transit
product & tracking information
postal product:
priority mail international parcels
features:
international parcels
date & time
status of item
location
december 4, 2014 , 8:37 am
attempted delivery abroad
indonesia
we attempted to deliver your item in indonesia at 8:37 am on december 4, 2014.

paket sudah tiba di indonesia dari tgl 4 desember, tapi pemberitahuan melalui kartu baru hari ini datang tgl 9 desember (5 hari kemudian) .. pertanyaan saya, kenapa paketnya tidak diantar sesuai alamat yang tertera di paket itu .. ?  memangnya pelayanannya hanya sebatas sampai di kantor pos saja .. ? kalau mau bertanya soal detail barang yang dikirim, dari sini sudah saya tuliskan lengkap isi paketnya apa2 saja, dan sudah ditempelkan langsung sama petugas di paketnya didepan mata saya.  trus .. kenapa si penerima di indonesia harus di persulit lagi untuk ambil di kantor pos .. ?  tolonglah pelayanannya yang prima .. terima kasih",1,2015-08-15
kantor pos jakarta barat,siti nur arifah,pelayanan nya bagus kirim paket dan dokumen cepat sampai,5,2025-02-15
kantor pos jakarta barat,ronald stevanus susanto,"sarana pengiriman surat dan paket tertua di indonesia

hanya saya ternyata pengelolaannya oleh badan berplat merah ini sangat tidak bagus. kalah dengan competitor lainnya.

cuman kalo soal harga memang lebih murah, karena tujuannya untuk pelayanan masyarakat.

tempat saya berkunjung ini juga sudah berubah jauh, nyaman dan lebih tertata.",4,2023-08-15
kantor pos jakarta barat,putri solo,"sangat membantu, ramah dan proaktif. terimakasih teman2 di kantor pos jakbar. khususnya mas tri & mba nuning 🙏🏻 …",5,2024-11-15
kantor pos jakarta barat,angga saputra,"pengalaman saya pertama kali pakai jasa kirim pos indonesia, untuk memesan buku dari sleman ke jakarta barat, luar biasa lambat dan buruk pelayanannya. omong kosong customer servive:
1. ""alamatnya tidak lengkap"" (padahal saya isi dengan jelas),
2. ""nanti dikabarin ke nomor teleponnya"" (nihil)
3. tapi untuk bapak security nya sih sopan dan baik (panjang umur bapak security pos)",2,2020-08-15
kantor pos jakarta barat,faisal hadi,"tempatnya sangat strategis, berseberangan dgn indosiar, pelayanan nya bagus, ramah, serta tarifnya yg sangat murah, dan jam layanannya yg panjang, 07.00 s.d 21.00",5,2024-09-15
kantor pos jakarta barat,arman riady,"kecewa banget! kalo emng sibuk bagiin bansos ya mendingan layanannya ditutup lah sampe kelar (sangat gak profesional, cuma mau duitnya aja). gw udah keluar duit buat ke kantornya dan juga pesen gojek untuk pick up barang gw disanaa, tapi katanya barangnya belom ketemu. mendingan pake layanan yg lain deh guys, drpd lo naik darah. ya gak juga heran sih kalo sempet ada kabar bakal bangkrut, wong komsumennya aja gak dihargai.",1,2021-08-15
kantor pos jakarta barat,wn p,"entahlah.. sepertinya tidak professional, beda dengan jasa lainnya .. barang udah sampai di kantor pos. tidak ada yg beritahu. di kira masih di kebapeanan. padahal udah clearance seminggu yg lalu... dikira kirim ke rumah. gak ada kabar. di email baru tau barang dikantor pos. ambil sndiri..",1,2020-08-15
kantor pos jakarta barat,nanang setiawan,"ada cas an mobil listrik nya, mantul",5,2025-05-15
kantor pos jakarta barat,adep swag,"pelayanan ketus, padahal cuma ingin tanya informasi saja, padahal saya baru sampai jam 15:07 untuk legalisir. kronologis nya gini : dari depan satpam penerima tamu bilang ""sudah tutup mas"", saya bilang ""saya cuma ingin tanya sarat-sarat nya saja"". loket yang mana ya pak tanya saya. satpam ""loket 14, orang nya juga sudah pulang"" dengan nada ketus. dalam hati gini amat ya petugas pemerintah. saya langsung ke loket tersebut, memang sudah tidak ada tuh petugas, kebetulan di sebelah nya loket 13 ada ibu yang jaga, saya tanya tantangan berkas yang diperlukan sambil saya menunjukan berkas nya. tapi saya dapat jawaban yang tidak jelas dan cenderung ambigu. emang aturannya jam pelayanan sampai jam brp sih.",1,2019-08-15
kantor pos jakarta barat,indra gunawan,"pelayanannya ramah, pengiriman paket sampai ke tujuan cepet dan tarifnya murah banget👍🏻 …",5,2024-09-15
kantor pos jakarta barat,imin toi,sim gw mane woy... janji 10 hari nyampe.. ampe sekarang kaga ada batang hidung nye.... kejaksaan nya lagi sih pake di ribedin segala... udah tau gw ada itikad baek buat nebus itu sim malah pake jasa expedisi -_- mana itu sim butuh bangat lagi 🤬🤬🤬 …,1,2021-08-15
kantor pos jakarta barat,mirza raynor,kesini tadi sore buat ambil bsu. proses cepat gak ribet,4,2023-08-15
kantor pos jakarta barat,rizal grunge,"gak mau antar ke tujuan ...paket sudah seminggu di pos ini.  tapi gak di antar2 padahal lokasi dekat. di tlpon gak ada yg angkat sama sekali. malu sama karyawan banyak + kantor yang megah tapi pelayanan tidak memuaskan . kalah sama expedisi yang baru2 sprt j*e dan j*t . paling lama dri jawa ke jakarta 3hari sudah sampe tujuan. telepon cabang juga pasti di angkat...
tolong untuk pos indonesia. tingkatkan pelayanan service nya .",1,2019-08-15
kantor pos jakarta barat,elim kurniawan,"pas kesini minggu lalu ambil paket ems hari sabtu sih oke
pelayanan ramah dan barang keluar lumayan cepat.
perlu di tingkatkan lagi ya",4,2024-08-15
kantor pos jakarta barat,riyana dewi,"sangat mengecewakan paket kilat khusus pertama sy sampai ke penerima setelah 10 hari, kini paket sy dtg tp dibawa balik lg ke kantor pos entah karena mgkn kurir tidak punya budget untuk tlp penerima paket tsb. akan sangat tertinggal jauh dengan ekspedisi lainnya.",1,2021-08-15
kantor pos jakarta barat,竜崎美由紀,"saya biasanya pakai kurir dhl, tapi entah mengapa untuk orderan saya yg satu ini option dhl tidak tersedia. sehingga dengan sangat terpaksa saya pilih ems yang kemudian dihandle oleh pos indonesia. dan pengalaman pertama saya ini dengan ems benar-benar sangat mengecewakan. jauh berbeda dengan pelayanan yang diberikan dhl. semoga ke depannya saya tidak perlu berurusan dengan pos indonesia lagi (walau ada 1 po yg masih nyangkut pakai ems :""( hiks).",1,2019-08-15
kantor pos jakarta barat,irene putri,"kalo gak niat jadi kantor pos pusat mending tutup aja deh!
ditelfon berkali kali gak diangkat, disuruh wa sama cs-nya juga cuman centang satu udah hampir 2 minggu barang stuck gak dikirim. ujung ujungnya disuruh dateng buat ngambil barangnya. buat apa bayar biar barang sampe kerumah kalo ujung2nya harus ngambil di kantor pusat. gatau apa jauh banget?
cs-nya pun juga gak berdaya cuman bilang akan bikin laporan ke pusat, tapi 2 minggu gada action apa apa. pantesan gada yang mau pake kantor pos kalo ga terpaksa. duh",1,2021-08-15
kantor pos jakarta barat,analogic,"pelayanan yang puas cepat dan responsif termasuk dalam penanganan pin google adsense, recommended 👍 …",5,2024-12-15
