Pos Office Branch,User,Reviews,Rate,Date
Kantorpos Tanjung Redeb,BW Lapan Satu,Pos,3,4 tahun lalu
Kantorpos Tanjung Redeb,Taofik Hidayat,Mantab,5,5 tahun lalu
Kantorpos Tanjung Redeb,Agusheriyanto 2,Bagus,5,6 tahun lalu
Kantorpos Tanjung Redeb,Sasmudi Blora,Standar,4,7 tahun lalu
Kantorpos Tanjung Redeb,Siti Masro'in,Semua bisa,5,7 tahun lalu
Kantorpos Tanjung Redeb,Benny Alex Sandy,Pelayanan bagys,4,5 tahun lalu
Kantorpos Tanjung Redeb,Muhammad Ector Prasetyo,"Pelayanannya bagus dan responnya sangat cepat untuk menyelesaikan apa pun, masalah apa pun, dan kendala apa pun yang berhubungan dengan impor barang.",5,2 tahun lalu
Kantorpos Tanjung Redeb,Imran Khan (Imoo),Pelayanannya bagus banget 😊 …,2,7 bulan lalu
Kantorpos Tanjung Redeb,Elditus Lubis,Bagus...,5,setahun lalu
Kantorpos Tanjung Redeb,Abinya Arfi,Aku bekerja di sini 😀😁 …,5,9 tahun lalu
