Pos Office Branch,User,Reviews,Rate,Date
Kantor Pos Palangka Raya,Hendrian A N,"Posti adalah entitas pelaksana teknis yang menyediakan layanan pos dan transfer bank secara penuh dan PT (Persero) Pos Indonesia bertanggung jawab atas layanan tersebut.
Perusahaan saham gabungan selama 17 tahun. Pada tanggal 20 Juni 1995, didirikan menjadi perseroan terbatas dengan nama PT Pos Indonesia (Persero).

tujuan perusahaan
Membangun negara yang lebih berdaya saing dan sejahtera

melihat
Operator pos, penyedia jasa kurir, logistik, dan keuangan yang paling kompetitif.

misi
Bekerja secara efisien untuk mendapatkan kinerja terbaik

Persyaratan utama (kata kunci)
Untuk mewujudkan visi dan misi tersebut, persyaratan (kata kunci) terpenting yang harus dipenuhi adalah:

Menyediakan produk yang relevan sesuai permintaan pasar;
Menawarkan layanan terbaik;
Pelaksanaan proses bisnis yang efektif;
Membangun solusi IT yang unggul dan sumber daya manusia yang andal;
Memperkuat pengendalian internal, tata kelola dan sistem manajemen risiko untuk mencapai kematangan yang memadai untuk memastikan tercapainya tujuan bisnis. Nilai-nilai inti budaya perusahaan dirumuskan dengan singkatan AKHLAK.
Statistik utama AKHLAK adalah sebagai berikut:

Nilai-nilai inti budaya perusahaan AKHLAK meliputi pesan dan semangat (slogan):

“Kami bekerja dengan andal dan kompeten, membangun hubungan yang harmonis dan sikap loyal, menjadikan bisnis mudah beradaptasi dan mengembangkan berbasis kerjasama.”

Produk
Pos Instan Plus
Pos Instan
Pos Express
Pos Kilat Khusus
EMS
Pos Ekspor
e-Packet
Pospay
Bisnis Syariah

Kantor Pos Palangka Raya terletak di Jl. Imam Bonjol di Palangka Raya. Pengalaman kami sangat menyenangkan, pelayanan staf ramah baik via whatsapp maupun tatap muka. Seorang petugas Pos Indonesia Palangka Raya mengenang bahwa pengirim kami salah mengeja alamat penerima dan mengonfirmasi hal ini kepada kami melalui WhatsApp.
Petugas menawarkan untuk mengirimkannya kembali ke alamat asli kami di Palangka Raya secara gratis, namun karena pentingnya dokumen tersebut kami akhirnya langsung membawanya ke kantor pos. Pelayanan petugasnya baik, ramah, bersahabat, walaupun paket dokumen sudah dibuka tapi isinya tidak hilang, tempat parkir cukup luas.",5,2 tahun lalu
Kantor Pos Palangka Raya,Aryo Enjel,"Kantor Pos Palangka Raya melayani pengiriman Surat & Paket, Kirim Motor & Mobil, Pembelian materai, Pengiriman uang, pembayaran angsuran, pembayaran Asuransi BPJS & BPJSTK, Pembayaran Listrik & Pembelian Pulsa Hp dsb",5,2 bulan lalu
Kantor Pos Palangka Raya,Nahrul Hayat,Bisa juga ternyata kehabisan matrai 10.000 Selasa 20 Mei 2025 jam 19.49 Wib 😁 …,1,2 bulan lalu
Kantor Pos Palangka Raya,Muhammad asjrii Lisda,"Paket udah 5 hari dikantor pos gak diantar2, ditelpon pun gak ada, buat ap punya kurir?",1,3 minggu lalu
Kantor Pos Palangka Raya,Alvina Darana,"Pelayanan baik, petugas juga ramah.. Sangat puas dgn pelayanannya,, sukses selalu kantor pos.. 🥰🥰 …",5,2 bulan lalu
Kantor Pos Palangka Raya,Abidin,"Alhamdulillah... Senang sekali, kami sangat terbantu untuk melakukan pembayaran ke kantor pos Palangkaraya. Peta nya tepat dan akurat. Terima kasih Kcu Palangkaraya 🤗🤗 …",5,2 bulan lalu
Kantor Pos Palangka Raya,Tembong Sari,"Tolong buat pos indonesia di depan pos ini ada yng jualan martabak telok apa tidak ,dia umur sekitar 23 bernama abdul hofar kami sekeluarga kehilangan kontak .untuk hubungi saya tolong balas terlebih dahulu",2,4 bulan lalu
Kantor Pos Palangka Raya,Jhelang Annovasho,"Bangunan megah berwarna oranye di tengah kota Palangka Raya! Ya inilah kantor pos Palangka Raya atau yang lebih dikenal dengan sebutan Kantor Pos Besar. Sebagai kota yang direncanakan menjadi ibukota negara, dulu, kantor pos memegang peranan vital dalam distribusi maupun pengiriman barang. Kantor pos besar menjadi titik pengumpulan kiriman dari kantor pos-kantor pos kecil yang merata di setiap kecamatan, termasuk kantor pos pembantu di komplek kampus Universitas Palangka Raya. Hal tersebut mengakibatkan kalau kita tertinggal waktu pengiriman di kantor pos kecil, kita bisa langsung menuju kantor pos besar. Transformasi manajemen PT. Pos Indonesia juga tercermin dari kualitas layanan yabg diberikan kantor pos ini.",5,2 tahun lalu
Kantor Pos Palangka Raya,Sudirman Irman,"Pelayanan yg memuaskan, juga buka sampai jam 20:00 WIB, sabtu, minggu dan hari libur tetap buka.",5,2 bulan lalu
Kantor Pos Palangka Raya,Hidayatullah,"Ternyata bayar PDAM palangka sudah bisa d kantor pos, mantap emang ga usah kesana kemari bayar tagihan",5,2 bulan lalu
Kantor Pos Palangka Raya,Karsen,Tolong ya paket saya sudah 3 hari status diantarkan ga sampai-sampai. Kalau shopping online ga ada opsi selain pos indonesia mending dibatalkan. Sangat tidak rekomended.,1,5 bulan lalu
Kantor Pos Palangka Raya,Ahmad Marzuki,"Susana kantornya enak adem, pelayanan jg ramah banget, dilayanin sampai beres keperluan saya",5,2 bulan lalu
Kantor Pos Palangka Raya,Leni Santi,"Minggu dan Libur Nasional tetap memberikan layanan bagi pelanggan, sukses selalu, aamiin",5,2 bulan lalu
Kantor Pos Palangka Raya,Deni Wahyu Ms,Semoga kantor pos dapat lebih inovatif dan kreatif kedepan nya tetap semangat kantor pos,5,2 bulan lalu
Kantor Pos Palangka Raya,Hidayatullah,"Pelayananannya bagus, ramah² pilihan layanan lengkap bayar apa aja bisa, kirim apa aja bisa",5,2 bulan lalu
Kantor Pos Palangka Raya,Hilmi Hidayat,"Pelayanan cepat, ramah dan semua payment bisa di kantor pos palangkaraya✨",4,2 bulan lalu
Kantor Pos Palangka Raya,Robby Iskandar,Kantor pos Palangkaraya buka sampai jam 20.00 wib parkir luas.,5,2 bulan lalu
Kantor Pos Palangka Raya,Maria Islami,"Lebih mudah bisa kirim-kirim barang dan uang, bayar-bayar tagihan pun oke...",5,2 bulan lalu
Kantor Pos Palangka Raya,Ahmad Sagip,"Oke banget, bisa bayar² dan kirim uang di kantor pos...",5,2 bulan lalu
Kantor Pos Palangka Raya,Muhammad Farhan bhay.,Berapa x pesan di shopee dan pengiriman pake pos sengaja gak diantarkan ke rumah suruh kita ambil ke kantornya jelek pelayanan,2,6 bulan lalu
Kantor Pos Palangka Raya,eri arianto,"Layanan yang cepat, akurat, dan profesional, serta sikap ramah dan responsif, dari pegawai",5,2 bulan lalu
Kantor Pos Palangka Raya,adi posindo,Pelayanan ramah...halaman parkir yg luas.is the best dah,5,2 bulan lalu
Kantor Pos Palangka Raya,Hanafi Boy,"Pelayanan nya ramah dan sangat sopan
Terimakasih",5,seminggu lalu
Kantor Pos Palangka Raya,Novita Erviyana,Kantor pos buka sampai malam jam 20.00 wib,5,2 bulan lalu
Kantor Pos Palangka Raya,Kevin A,"Tempatnya bagus, strategis, parkirannya luas, karyawannya juga ramah"" dan komunikatif",5,2 bulan lalu
Kantor Pos Palangka Raya,Gilang Rahmawati,"Pelayanannya ramah, ruangan bersih baik di customer sampai di dalamnya. Terima kasih sudah mempersilakan kami memotret mbak petugas beserta materainya. Ya kalian sudah bisa dapat materai 10ribu di sini.",4,4 tahun lalu
Kantor Pos Palangka Raya,Laode Aldo,Bintang 0 Pelayanan buruk satpam kurang sopan buruk tidak mau lagi ke pos Indonesia,1,5 bulan lalu
Kantor Pos Palangka Raya,betari makmur,Kemaren paket hilang oleh kurir😭gada kejelasan …,2,sebulan lalu
Kantor Pos Palangka Raya,Rasyid,"Paket saya kenapa belum di antar² estimasi di antar tgl 5 kemaren sampe sekarang gak nyampe² gimana sih,alamat udah jelas udah di kasih sherlock nya massa gak dapet alamat saya,sesusah itu kah mencarinya, kalo emang gak bisa nganter bilang lah biar saya ambil sendiri, kalo nunggu kalian antar yang ada gak bakalan di antar² tu paket saya.",1,10 bulan lalu
Kantor Pos Palangka Raya,Dedy Norwanto,"Tempatnya nyaman, parkir luas, dan pelayanan bagus. *Foto waktu Corona",4,5 tahun lalu
Kantor Pos Palangka Raya,muh iskandar zulkarnain,"Pelayanan sangat baik dan humanis, semoga pt pos pusat palangka raya bisa semakin baik ke depannya.",5,6 tahun lalu
Kantor Pos Palangka Raya,Miftah Ahmad Rizki,Martabaknya dan pentolnya enak. Tempat parkirnya luas,5,2 bulan lalu
Kantor Pos Palangka Raya,Riyanti Widya,Senang sekali berada di kantor pos palamgkaraya 💕 …,5,2 bulan lalu
Kantor Pos Palangka Raya,Meisy Dewi,"Paket saya 2 hari berturut-turut di bawa kurir tapi kurirnya ngga nemu2 rumah saya, padahal kalo ngga nemu kan bisa aja di telpon",3,9 bulan lalu
Kantor Pos Palangka Raya,bernadus wahyu,haloo ini kenapa nomer telfon gak ada yang aktif... tolong nomer whatsap dicantumkan !!!!!,3,5 bulan lalu
Kantor Pos Palangka Raya,Hidayatullah,"Layanannya lengkap, ga antri lama",5,2 bulan lalu
Kantor Pos Palangka Raya,Aldo Yakub,Sekarang lebih enak transakinya pakai qris,5,2 bulan lalu
Kantor Pos Palangka Raya,212 Savundu,"Kantor Pos Palangkaraya Sudah Bertransformasi, Mantap",5,3 bulan lalu
Kantor Pos Palangka Raya,rahmadi,Pelayanan dan keamanan transaksinya terbaik,5,2 bulan lalu
Kantor Pos Palangka Raya,Zikin Zikin,Pelayanan nya cepat,5,2 bulan lalu
Kantor Pos Palangka Raya,Betty Kristina Simanjuntak,"Sangatt  burukkk untuk pelayanannya,, terutama satpam ya tidak ramahh dan tidak membantu sama sekali",3,2 tahun lalu
Kantor Pos Palangka Raya,Ujang Suhendar,Pelayanan cepat tempat luas👍👍👍 …,5,2 tahun lalu
Kantor Pos Palangka Raya,t y,Tolong ya buat kurir yang tukang antar barang di perbaiki lagi kinerjanya. Nyari alamat gak ketemu langsung nyuruh ngambil paket ke kantor. Terus apa guna nya saya bayar ongkir kalau gak diantar sampai rumah paketnya? Jaman sudah canggih say pakai google maps kan bisa. Jadi gak nelponin customer terus minta alamat.,1,2 tahun lalu
Kantor Pos Palangka Raya,Junifer Laia,Saya butuh kode pos,5,3 bulan lalu
Kantor Pos Palangka Raya,Indra Ashiu,Pelayanannya Ramah,5,2 bulan lalu
Kantor Pos Palangka Raya,Agus Harianto,"Kurangi Saja Pegawainya... UntukMenghemat Anggaran...
daripada 9 loket sudah Pkl 08.15...cuma satu yg buka...!!!
*# ada pegawai yg duduk dekat mesin antri karcis. .... BOHONG LAGI.... dgn mengatakan kalau PELAYANAN BUKA JAM 09.00.....hadehhhhh parahhhhhhh!!
*#terus berlakukan aturan jam kerja dilarang main HP...!!!",1,2 tahun lalu
Kantor Pos Palangka Raya,Vina Syam HS,"(Edit)
Paket sudah 4 hari yg lalu sampai di palangka tapi sampe hari ini blm juga sampai drumah! Tadi bru nlp cs pos, katanya pketnya baru bisa diantar tgl 3 krna overload akhir thn, dan dengan entengnya dia bilang ""kayanya paket mba masih digudang, blm dibawa sama kurir deh"".. hallo! Mbanya itu pket saya isinya mkanan loh! Jgn jadikan libur pnjang sbagai alasan pelayanan kalian! Kalo sdh tau mau libur akhir thn yg biasanya overload ya ditambah dong kurirnya yg biasanya sendiri jadi berdua! Jgn brg pelanggan yg kena getahnya! Saya marah bkn karna mau dulu duluan brg smpai, dsini saya marah karna yg dkirim itu makanan, bayangkan sdh 1 minggu dperjalanan (termsuk 4hari dikantor pos pky) kalo udh gak bagus lu mau tanggung jwab? Bisakan yg mkanan duluan dibawa kurir?! Trus knp lu nanya lagi paketnya isi apa? Kan dari pos pngirim sana sblum kirim brg sdh ditanya yg dkirim itu isinya apa, otomatis ada penulisan atau apapun yg mnjelaskan itu paket isinya apa dong? Kalo ngga ada ya ditulis! Mkanya Kerja yg bener! Biar lu bisa bedain isi paket pelanggan apa! Masa iya lu tumpukin sama paket baju dan yg lain!! Kita bayar cuy! Kalo banyak yg protes mslh pngiriman itu namanya bkan mslh overload atau bentrok libur pnjang lagi. Ya emang pelayanan pengiriman lu yg NOL BESAR!! Lu di kasih saran jga malah ngeles membela diri, kalo ku salah ya ngaku salah, minta maaf! Pelayanan macam apa ini!!",1,Diedit 6 tahun lalu
Kantor Pos Palangka Raya,Nurlaily Rahmah,"Anak 90an pasti ngerti ini apa 😂😂😂
Masih bisa dan nyampe lho ke benua lain 😉 …",5,Diedit 9 bulan lalu
Kantor Pos Palangka Raya,Teras,"Kantor Pos Pusat tertua di Provinsi Kalimantan Tengah melayani arus pengiriman barang di seluruh Kabupaten dan Kota Se Kalteng yang banyak dan luas. Pelayanan utama lain yaitu transfer uang,  kirim uang, bayar rekening telpon, listrik, indovision, Indihome serta pengembangan pelayanan lainnya.",4,4 tahun lalu
Kantor Pos Palangka Raya,Teguh Widiarto,"Loketnya banyak,
Tapi tak semua difungsikan, sehingga sering terjadi antri panjang,
Saya pengguna layanan pos sampai sekarang, mulai dari pengiriman dokumen, paket pos, weselpos instan dan pembayaran listrik.
Khusus untuk weselpos instan dan pembayaran, pelayanan baik, tapi tarifnya masih mahal untuk weselpos instannya",3,6 tahun lalu
Kantor Pos Palangka Raya,Dhofir Manggul Joyo,Tempat parkir luas,5,2 bulan lalu
Kantor Pos Palangka Raya,Rama Dhan,"Pelayanannya bagus, walau kadang antri lama seharusnya buat yg kirim paket ukuran besar dan bukan surat ga usah antri. Biasanya saya ikut antri juga dgn orang yg ngambil gajih/bayar apa gitu.
Tolong tingkatkan kualitas kurirnya lah, masa barang udh nyampe di pos Palangkaraya ga segeran dianter ke alamat yg dituju sih.",4,Diedit 6 tahun lalu
Kantor Pos Palangka Raya,Digital alliance,Kantor pos palangkaraya terbaik,5,2 bulan lalu
Kantor Pos Palangka Raya,Nanang Masaudi,Lokasi strategis sebagai pusat layanan publik,5,5 bulan lalu
Kantor Pos Palangka Raya,Anisa channel,Kantor pos palangkaraya tempatnya lumayan luas mungkin karna nggak ada antrian cuma untuk pelayanannya menurut saya pribadi sedikit kurang soalnya saya baru pertama kali ngirim lewat kantor pos dan nggak tau gimana caranya dan yang ngarahinnya juga sejadinya aja😪 beda bgt kalo berurusan di kantor bank 👍 …,3,5 tahun lalu
Kantor Pos Palangka Raya,Titik Yunita,"Kecewa pelayanan service yg cowoknya tidak ramah kmi datang duduk depan dia, dia cuek aja sibuk2 gitu seharusnya mengutamakan malah minta satpam yg layani. Satpam juga tidak ramah tidak membantu sama sekali. Sangat buruk!",1,2 tahun lalu
Kantor Pos Palangka Raya,Kepala Desa,Hanya kadang tempat ini berfungsi lebih saat musim penerimaan cpns. Untuk ngirim surat dan paket melalui program-program barunya agak kurang mengena ke masyarakat. Karena banyak terkendala estimasi waktu dan standart perusahaan yang dari dulu cenderung tidak pernah berubah (mutar daerah dahulu). Memang infrastruktur indonesia dari dahulu begitu mempengaruhi perusahaan ini untuk maju atau bertahannya di masa sekarang pula. Tidak dapat disamakan dengan beberapa negara yang bukan kepulauan seperti indonesia yang hanya beberapa daerah yang mempunyai kereta api transport.,2,5 tahun lalu
Kantor Pos Palangka Raya,Limitless Youwa,"Dlu waktu menemani Alm kakek saya ambil uang bulanan Peterpan waktu itu sistemnya di ubah pengambilan Peterpan jadi di dalam kantor pos tidak di samping lagi.
Saya tanya satpam sudah di arah dengan baik. Saya masukkan kartu kakek saya dan duduk. Sayangnya kartu saya di skip saya bingung saya maju ke depan. Bertanya dengan baik. Tapi saya di marahi tangan saya sempat di hempas saat mengambil kartu. Karena di perlakukan seperti itu saya kembali ke tempat duduk. Tapi saat ada peserta lain yg nyelong penampilan bagus dari gaya sepeti orang kaya dan berkelas petugas jadi ramah. Saya jadi tidak paham . Mohon untuk petugas ya",2,6 tahun lalu
Kantor Pos Palangka Raya,mudjiburachman hakiem,Layanan yg inovatif,5,2 bulan lalu
Kantor Pos Palangka Raya,PebriJarni,Pelayanannya makin bagus,5,2 bulan lalu
Kantor Pos Palangka Raya,Muhammad Erza Bahriani,"Mohon diperhatikan untuk pihak kantor pos Indonesia, dalam mengirimkan barang hendaknya dipikirkan keamanan dari barang kiriman pelanggan, apalagi berupa berkas penting. Terima kasih 🙏 …",1,4 tahun lalu
Kantor Pos Palangka Raya,Andry Prayitno,"Kinerja kayak tai, kurir tai semua tai",1,2 bulan lalu
Kantor Pos Palangka Raya,Gelael T. Buntang,"Kantor pos dari jaman saya kecil, dari yg cuma kirim surat-surat, beli perangko, materai sampai kirim kendaraan ke luar kota.
Kalau malam parkiran nya jadi tempat kuliner martabak dan sate. Jadi kangen Palangka Raya",5,7 tahun lalu
Kantor Pos Palangka Raya,MARDIAN,"Pengiriman barang dari tanggal 4 sampai sekarang ,barang belum di terima, saya menggunakan layanan pos kilat khusus,,, sdah lebih dari perkiraan yaitu 2-4 hari,, bagaimana tanggapan kantor pos, dan saya sdah datang 2 kali ke kantor pos tetapi blm ada kejelasan,utama kn kenyamanan para konsumen, krena karena kita ngirim barang jga GK gratis",1,7 tahun lalu
Kantor Pos Palangka Raya,Mama A'al,"Maaf bapak dan ibu, paket saya atas nama Suprie, pengiriman dr Batam dr tgl 25april kok masih belum dikirim ya?  Tolong segera dikirim, udah lama ditunggu...",3,5 tahun lalu
Kantor Pos Palangka Raya,HIPIANI HEPPY,"maaf saya mau tanya, paket saya datang tgl 11 mei skrg sdh tgl 13 kapan ya di antar paket saya kerumah, saya mau k kantorpos tdk bisa , jalan ke kantorpos selama psbb dtutup , bgaimana solusinya.. smoga cpt di antar",2,5 tahun lalu
Kantor Pos Palangka Raya,Theofilus Sihaloho,"Pelayanan lama barang sudah sampai 2 hari yg lalu, harus ketemu menejer dulu baru semua nya heboh mencari barang saya",1,6 tahun lalu
Kantor Pos Palangka Raya,Christian Adytia,"Barang sampai kantor pos palangkaraya tanggal 25 juni, tapi udah 1 minggu belum diantar juga ke rumah, padahal pakai layanan pos kilat khusus.",1,7 tahun lalu
Kantor Pos Palangka Raya,Fandi Sulistiyo,"Pelayanannya bagus, ramah, dan pengiriman paketnya tepat waktu.
Kalo sore udh sepi jadi cepet ga perlu antre.",4,8 tahun lalu
Kantor Pos Palangka Raya,Jimmy Lara,Kantor Pos Palangkaraya Mantap,5,2 bulan lalu
Kantor Pos Palangka Raya,Arta Mey,Pelayana pos cepat,5,3 bulan lalu
Kantor Pos Palangka Raya,nm desktop,"Pusat Kantor POS Palangka Raya
Tempat pengeriman barang dan transaksi uang",5,6 tahun lalu
Kantor Pos Palangka Raya,Dhefina Putri,pelayanannya mantapp!!,5,3 bulan lalu
Kantor Pos Palangka Raya,Phandol,"Barang saya dari jawa tertahan di palangkaraya 5 hari, saya lapor ke Pos pusat katanya sdh sampai di palangkaraya, tapi di palangkaraya tracking tidak di update, mana harus diantar ke sampit lagi, padahal kilat estimasi 3 hari dari jawa ternyata hoaxs",1,6 tahun lalu
Kantor Pos Palangka Raya,Sepriyan Norhadi,Ramah dan cepat,5,2 bulan lalu
Kantor Pos Palangka Raya,agus purwono,Parkiran luas,5,2 bulan lalu
Kantor Pos Palangka Raya,karyawan anugrah,"pegawai banyak tapi kerjanya cuma ngoborol ada customer dicuekin, ciri khas bumn pelayanan egp ngobrol didahulukan, hanya buang waktu aja kesini",1,6 tahun lalu
Kantor Pos Palangka Raya,Estet Simamora,Paket saya dari tgl 24 januari...kok belum dikirim ke punduuuuuuu......tolong lah bapak dan ibuk yg terhormat segerah dikirim.,1,5 tahun lalu
Kantor Pos Palangka Raya,Iwan Iswadi,Mantap tempatnya adem,5,2 bulan lalu
Kantor Pos Palangka Raya,Anthomy Java,"sukak dengan pelayanannya, tidak berubah sejak dulu kala 👍 …",5,10 bulan lalu
Kantor Pos Palangka Raya,Supri Yadi,Mantab..,5,Diedit 2 bulan lalu
Kantor Pos Palangka Raya,Vika Andiliani,Barang sudah sampai palangka tanggal 5 kemaren sampai sekarang belum diantar katanya pos kilat tapi malah lama dari yg lain,1,7 tahun lalu
Kantor Pos Palangka Raya,zoe Razy,Tolonglah input resi secepatnya jangan lama2 ...biar saya bisa tau kapan paket saya Sampai di Palangkaraya.,2,5 tahun lalu
Kantor Pos Palangka Raya,jeri ripaldon,"Pos semakin berkembang dan semoga semakin berkembang

Selain layanan pos, terdapat layanan pembayaran bermacam hal di sini dan layanan lainnya",3,7 tahun lalu
Kantor Pos Palangka Raya,ita desy,"paket dari jogja gak sampe2 sudah telpon gak direapon, pos makin lama maken payah pelayanan nya",1,7 tahun lalu
Kantor Pos Palangka Raya,Dessy Diani.S,"Pelayanan yang super ramah dr semua karyawannya.. tempatnya bersih, ruangannya luas dan. Counternya banyk..",5,3 tahun lalu
Kantor Pos Palangka Raya,Oo Suharto,"Kantor Pos Besar Palangka Raya, dulu sangat ramai, kini seiring perkembangan teknologi, jasa pos terutama surat",5,6 tahun lalu
Kantor Pos Palangka Raya,Mbeweh Chupliest,"Kurang gesit,,,barang saya nyampe palangkaraya udah 3 hari ini blm ada pergerakan lagi untuk menuju ke timpah... 🤦🏻‍♂️ …",2,3 tahun lalu
Kantor Pos Palangka Raya,Rahmi,Apakah ada narahubung untuk pihak kantor pos,3,11 bulan lalu
Kantor Pos Palangka Raya,Ahmad Nur Fatah Akl 1,Masih lama ya ngirim ke malikunya mas udah dari tanggal 23 paket saya di palangka tapi dari skrng gak nyampek di maliku,2,5 tahun lalu
Kantor Pos Palangka Raya,Tegar AZ,Nomor resinya segera di input dong...biar bisa di cek dan gk kelamaan,2,5 tahun lalu
Kantor Pos Palangka Raya,Arbi vlog,"Paket saya mana??? Kog belum diantar dari tanggal 29,,padahal paket udah nyampe palangkaraya....payahh",1,8 tahun lalu
Kantor Pos Palangka Raya,Erik Donni Extrada,Cs banyak. Lebih cepat,5,9 tahun lalu
Kantor Pos Palangka Raya,ajie prahasto,"Modern, namun tetap mempertahankan exterior klasiknya. Untuk disabilitas juga ada fasilitas nya",5,3 tahun lalu
Kantor Pos Palangka Raya,pujo Purnomo,"Bagus pelayanannya, namun sebaiknya ditambah petugasnya, spy tidak antri.,",4,2 tahun lalu
Kantor Pos Palangka Raya,Rika Ayu Azizah,paket saya sampai sekarang belum sampai juga. duh padahal pengiriman kilat.,1,7 tahun lalu
Kantor Pos Palangka Raya,Aradea,"Paket Macet dipalangka, entah apa yg merasukimu.
Kapan majunya kota cantik jika pelayanan masih kurang",1,5 tahun lalu
Kantor Pos Palangka Raya,Saf Ruddin,alhamdulillah tidak antri,5,2 bulan lalu
Kantor Pos Palangka Raya,Dwi Setyadi,"Tempat parkir nya luas kalau malam buat jual makanan nasi, mie goreng,  martabak",3,8 tahun lalu
Kantor Pos Palangka Raya,Susmiaty Hinting,Saya lg cari kode pos .. rumah saya gimana ya carinya.. soalnya kantor pos tutup terus,4,7 tahun lalu
Kantor Pos Palangka Raya,Danial mulyono,"sangat mengecewakan sekali pos palangkaraya .. barang ga sampai sampai..
mengecewakan",1,5 tahun lalu
Kantor Pos Palangka Raya,Dimas Dicky Irmawan,Barang saya kemarin diantar tpi sampai sekarang blum ada datang juga,3,6 tahun lalu
Kantor Pos Palangka Raya,Mimi Haryanti,Gak nunggu lama antriannya.. pelayanan juga ramah banyak membantu,4,5 tahun lalu
Kantor Pos Palangka Raya,Silvia Rahmelia,Hari Sabtu tetap buka..,5,4 tahun lalu
Kantor Pos Palangka Raya,Ima Indra Yanti,Tolong dong mas kurir kalo menghubungi itu dengan baik jangan nyolot.,2,5 tahun lalu
Kantor Pos Palangka Raya,ICCANK POPEYE,Mba mau nanya klo di pos bisa kirim senapan angin gak🙏🙏 …,1,4 tahun lalu
Kantor Pos Palangka Raya,Danial Cybers,mnegecewakan sekali pos palangkaraya barang tdk sampai,1,5 tahun lalu
Kantor Pos Palangka Raya,miyu choco,Tempat parkirnya luas...tellernya ramah...pelayanannya jg bagus...,4,8 tahun lalu
Kantor Pos Palangka Raya,ANAK RANTAU,Barang saya 4 hari udah di Palangka  gk di antar sampai sekarang,2,Diedit 8 tahun lalu
