Pos Office Branch,User,Reviews,Rate,Date
Kantor Pos Pusat Surabaya Kebonrojo,Mia Ganesha,"The worst post office ever!!!
Mau kirim kartu pos aja lempar sana sini, udah antri lama, disuru ke cs, dari cs disuru bayar di loket yg berbeda, habis bayar minta stempel di loket yg beda, trus disuru ke loket yg berbeda pula buat ngasi kartu pos yg udah distempel. Parah, belain jauh2 ke sini coba liat2 ada stamps/shp malah kecewa sama pelayanannya.",1,7 bulan lalu
Kantor Pos Pusat Surabaya Kebonrojo,Susiana D,"Sesuai jadwal tutup pkl 20.00 realnya jam 18.00 sudah tutup
:(",2,sebulan lalu
Kantor Pos Pusat Surabaya Kebonrojo,Ahmad Zaini,"Sangat sangat mengecekan skali .ngambil blt pkh balik dua kali d suruh ngambil k kecamatan giliran .d ambil k kemacatan katanya suruh d kantor pos ini .giliran nyampek kantor pos d suruh ambil hari senin...tolong d benahi smua sistemnya jikalau mau ngasi blt tanggalnya d tentukan tanggal brapa dan d ambil d mana..biar orang tidak mondar mandir apalagi orang yg udah tua kasian,",1,7 bulan lalu
Kantor Pos Pusat Surabaya Kebonrojo,Qabul Putra,Apakah bsu sdah dpat d ambil d kntor pos ini....mksih ....,4,sebulan lalu
Kantor Pos Pusat Surabaya Kebonrojo,Rizki Alfantino,"Terima kasih banyak, kami apresiasi sekali Kantor Pos Pusat Surabaya.

1 hari setelah kejadian dan pengaduan kami, langsung ditindak lanjuti. Terima kasih untuk Team (Kantor Pos Pusat Sby) sudah mengagendakan waktunya untuk bertemu dan diskusi terkait pengaduan kami atas pelayanan tidak ramah Kantor Pos Cab Sukolilo

Terima kasih karena karyawan (agen) terkait sudah di tindak, investigasi dan diminta buat surat pernyataan per 7 Juli 2023

All the best untuk Kantor Pos, dengan pelayanan dan respon nya yg baik terhadap pengaduan Customer.",5,2 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,ody putu,"Pengiriman lama, pelayanan buruk",1,3 minggu lalu
Kantor Pos Pusat Surabaya Kebonrojo,Defid Ubaidillah,"Kantor pos ini berada di jalan kebon rojo. Menjadi bangunan cagar budaya pada tahun 2008, dan sempet menjadi kediaman dan kantor bupati pada tahun 1881, lanjut ditempati Hogere Burger school sampai tahun 1926. Bangunannya sangat megah dan masih lekat dengan desain jaman belanda. Secara umum temparnya bersih dan terawat, ruang tunggunya juga nyaman. Untuk pelayanan yang disediakan pengiriman dokumen atau paket (luar dan dalam negeri), pengiriman uang, pembayaran  listrik, PDAM dll. Untuk jam kerjanya pada hari kerja (senin-sabtu) pukul 08:00-21:00 dan untuk hari minggu pukul 08:00-14:00. Untuk fasilitas yang disediakan ruang tunggu yang nyaman dan luas, parkiran motor dan mobil, atm (BNI), mandiri taspen, tukang parkir, sekuriti yang akan mengarahkan, toilet umum (dekat pintu keluar), tempat internet, foto kopi/print/scanner dsb (dekat atm), halte bus dan penjualan sovenir (didalam atau ruang tunggu). Untuk masukannya mungkin pada kamar mandi / toilet, agak jauh harus keluar dan lampunya juga mati, trus atm juga hanya ada BNI padahal masih banyak kotak yang kosong.",4,6 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Fitri Mujianti,"Saya telpon kantornya pago, siang, sore berkali2 tidak diangkat. Malah sambungan diputus terus (padahal awalnya sudah tersambung).
Saya mau tanya tentang PKH yg katanya dikirmkan lewat pos dg jarak 1 minggu. Tapi sampai sekarang belum dikirim2.

Saya waktu itu ambil bantuan PKH untuk ayah saya. Krn ayah saya sakit stroke, shg tidak saya bawa ke kantor pos untuk ambil. Saya dijanjikan 1 minggu. Tapi belum ada kabar.",1,2 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Amelia SH,"Saya mau mengulas pelayanannya, bukan gedungnya.

Kurang orang. Bagian kiriman dari luar negeri hanya 1 orang keeper dan servernya. Ketika dia cuti tidak ada yg menggantikan jadi saya harus datang kembali jauh-jauh minggu depannya. Prosedur Bea Cukai sekarang makin ribet dan tidak memudahkan Pak Pos maupun konsumennya. Walau lunas dibayar online tetap harus mengambil barang di Kantor Pos ini dan tidak boleh dikirim ke rumah sesuai yg kita bayarkan haha. Saran saya kalau kirim barang dari luar negeri mending pakai jasa D*L walau lebih mahal tapi dihitung2 lebih hemat waktu dan pastinya profesional. Maaf review jujur.",3,Diedit 4 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Novi indah,"SANGAT BURUK sekali, pelayanannya yang kurang baik. Untuk pengambilan BLT bagi Lansia, Bumil tetap disuruh menunggu 🙃 wah dengan antrian yang kilat (terlalu lamban).  Semoga semakin jaya KANTOR POS 🥳 …",1,2 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Vanda Kemala,"Pertama kali menginjakkan kaki ke bangunan bersejarah ini, karena butuh bea materai untuk keperluan dokumen. Dulunya rumah dan kantor kabupaten Surabaya, berubah jadi HBS (tempat sekolah Bung Karno), dan akhirnya diubah jadi kantor pos besar Surabaya.

Bangunannya masih khas kolonial Belanda yang kokoh dan beratap tinggi, jadi ruangannya terasa dingin walaupun hawa di luar sedang panas. Ada beberapa foto-foto dan secuil penjelasan bangunan kuno yang ada di sekitar kantor pos. Parkiran luas, pegawai ramah, dan ada sudut penjualan perangko bagi pencinta filateli.

Tempat ini cukup ramah disabilitas, karena amat sangat minim anak tangga. Untuk bentuk pembayaran pembelian kebutuhan perangko, pengiriman surat, dan materai, tidak terlalu memperhatikan karena sedang tidak ada keperluan untuk hal itu, tapi sepertinya hanya menerima tunai.",5,4 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Nizar Nanda Kusuma,"Terpaksa jemput barang ke kantor pos!
Dr tgl 29 di tracking sudah smpe di dc sby utara tapi sampai tgl 2 gada brg dtg kerumah.
Sesampai di dc utara salah 1 pegawai bilang.
(Brg sudah di antar tapi dibilang saya gamau bayar jasa antarnya). Njeng!
Kurir aja gada yg dateng kerumah, tiba"" Bilang gamau bayar jasa antarnya!
Pegawainya tolong di tinjau!",2,3 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Adzkiya Brama N.,"Salah satu bangunan ikonik di Surabaya, peninggalan Belanda sejak tahun 1880. Tempatnya sangat luas dan masih terawat. Terdapat beberapa ornamen dan fitur yang artistik seperti peninggalan Belanda zaman dahulu. Identik dengan bangunan yang tinggi dan berbahan kokoh. Semoga ke depannya semakin berkembang. Mantap 👍🏻 …",5,2 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Fira Faradilami,"pelayanan kantor pos kenapa ya buruk sekali, saya kirim barang hampir 2 bulan tidak ada konfirmasi sama sekali ada retur atau bagaimana, bahkan kalau saya tidak tlp customer service bakal ngga tau barang di kembalikan pdhl sudah kasih informasi lengkap. ke CS di kantor posnya sendiri jg kyk acuh, minta data yg sama seperti yg diminta petugas sebelumnya, padahal udh dikasih sebelumnya. Tlp k kantorpos kebonrojonya jg susah sekali, kyk dimatikan. heran, bisa begini. Jadi kurang percaya sm kantor pos. mending pakai jasa lain. Kecewa parah",1,3 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Kamiya dills,"-Pelayanan
CS: super
Satpam: super

-Fasilitas
Tempat parkir: oke
Masjid: oke, sayangnya kenapa akses ke masjid dan toiletnya jauh ya, harusnya diberi jalan sehingga bisa terlihat dr halaman kantor pos.
Toilet: oke, ada kacanya 😂

Bangunan bersejarah milik pemerintah ini berada dikawasan yg sangat strategis, sehingga mudah ditemukan, sayangnya belum ada cafe atau sejenis tempat nongkrong disini seperti dibeberapa kantor pos cabang.
Yang saya suka dari kantor pos disini pelayanannya super ekspres. Ndak perlu tunggu lama untuk dipanggil petugas.",4,6 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Maulida Achmad,"Kantor Pos itu kurirnya sok jual mahal semua, katanya menyediakan pelayanan ambil paket ke rumah. Tapi nyatanya gak pernah satupun ambil.
Selalu banyak alasan.
Alasan sakit lah, alamat gak ditemukan lah.
Gak kayak Ekspedisi sebelah.

Kalau memang gak siap ambil ke rumah,
Gak perlu pake iklan ambil ke rumah.",1,6 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Biji naga,"Untuk pembayaran pensiun.

Apabila sakit, bisa menggunakan surat kuasa. Minta di bagian juru bayar gaji, surat kuasa yang resmi dari Asabri. Tapi sayangnya di kelurahan juga memberikan surat kuasa versinya. Jadi untuk administrasi memang sedikit membingungkan.

Jadi alangkah baiknya dibawa semua.

Dan ditanda tangani lurah/kepala desa pemohon.",4,2 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,fafa voice,"Satu2nya kantor pos di surabaya dengan arsitektur kece, paling besar pula, paling keren paling paling ak kesini 2-3 bulan sekali 😁. Pegawainya banyak, banyak petugas yang ramah2 pula. dan yang paling penting tersedia corner buat bungkus dan yang jualan kartu pos dan shp (sampul hari pertama) meski jaman modern gini, berkirim surat adalah cita2 ku sedari dulu, cie curhat :v

daan lagi ada toilet dan musholla yang nyelempit di belakang gedung kantor pos.
yaa jangan lupa mampir ke sini klo ke sueabaya, karena bersejarah.",4,7 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Rokhmatu Siva`,"Pernah sekali mengunjungi kantor pos pusat ini hanya untuk menanyakan layanan pengiriman motor dari sby ke batam. Gedung kantor pos ini sangat tua, besar, tapi masih kokoh dan kental sekali sejarahnya. Saat masuk ke dalam, hanya ada 2 counter yang ada karyawannya padahal disitu banyak sekali counter. Sedikit berantakan menurut saya. Pelayanannya cukup bagus, saat itu karyawan yg melayani saya ramah, komunikatif dan sopan. Karyawannya memberikan pelayanan yang lebih baik dari yang saya pikirkan. Parkirnya luas dan sunyi sekali saat itu jdi sedikt terkesan horror hehehe.",4,6 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Ollan Bayu,"CSnya ga ramah sama skali biar lewat onlinr atau offline,, kata - katanya seakan merendahkan costumer yg mau ambil barang, pegawai kayak gini kok masih di pertahanan Pos indonesia hati” bisa merusak citra kantor pos",1,2 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Anggilaras Setiawati,"Saya ngirim paket surat penting dr tgl 3 mei 2021 sampai sekarang tgl 7 mei 2021 belum sampai2 juga ke alamat tujuan. Seharusnya kan sudah sampai.
Di Kota lain kantor pos itu langsung cepat pengirimannya. Kecewa banget!",1,4 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Aulia Yusuf,"Kantor Pos yang menempati bangunan ex belanda yang legendaris.
Termasuk salah satu bangunan cagar budaya @Surockboyo.

Dimana dahulunya disekitar bangunan adalah kompleks kerajaan kadipaten ujung galuh (saat ini namanya menjadi kotamadya surabaya) yang sangat disegani oleh belanda bserta nica coz sangat susah sekali ditaklukkan waktu itu.

Bahkan tentara Gurkha yg disegani didaratan eropa keok telak @Surockboyo.

Bangunan kantor pos cukup terawat. Pelayanan ramah & cepat.",4,3 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,視V,"Terhitung sepi untuk tempat sebesar ini. Style art deco ala belandanya masih terjaga. Menurut saudara saya yg org belanda, kemungkinan 70-80% masih style belanda. Dan karena langit2x kantor pos ini pula, saya sadar kalau rumah saya masih gaya belanda juga 😌 langit2x cembung seperti di kapal.

Di sini juga jual perangko/philately dan postcard/kartu pos. Walau jauh(ngagel-krembangan) tetap kalau mau kirim kartu pos kesini juga 😌. Sangat memudahkan para post crosser. Sayang gk jual shaped postcard walau di etalase tersaji shaped card doraemon 😌😌 tambahan, untuk mengirimkan kartu pos dengan perangko, tidak perlu ambil nomor antrian. Langsung tanya ke bapak penjaganya untuk diarahkan langsung ke counter yg buka.",5,4 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Giantlies Rohhaq,"Kantor Pos Besar Jl. Kebonrojo, lokasi mudah ditemukan, hanya untuk akses dari arah selatan harus memutar lewat Jembatan Merah karena regulasi jalur searah di depan kantor pos. Parkir sepeda motor per November 2022 Rp3.000,00. Area kantor tertata rapi & bersih.",5,2 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Yayan M,"Buka 7 hari dalam seminggu, layanan lengkap baik jasa pos maupun keuangan. Tempat parkir juga luas, kalau parkir motor masuk saja paling kanan di bawah pohon-pohon peneduh dijamin adem motornya 😁  🌳🛵🚲🌳

Terdapat bagian filateli untuk melengkapi koleksi benda-benda pos ataupun bila ingin mengirim surat berprangko dengan prangko tidak standar.

Pengambilan paket dari luar negeri juga ada di kantor ini di bagian sayap kiri, di dekat ATM/kantor P.T. AnTam.",5,8 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,anis a,"Saya suka ke kantor pos kebunrojo. Beberapa kali mengirim barang ke luar negeri selalu aman. Lokasi bagus, besar, dan kagum dengan bangunan belandanya. Hanya saja lebih baik kantor pos tidak perlu menyediakan produk asuransi",4,4 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Agustin JR,"Saya kirim dokumen dari Sby ke pati dr tgl 08/07/20, tgl 24/07/20 dokumen saya dikirim balik ke sya dlm keadaan basah dan rusak. Komplain pos awal ktnya bukan kesalahan cab, email tdk di jwb, tlp cs pos juanda ktnya cuman transit, tlp cs kebon rojo basi tlp diangkat trus direject dr pg sampe siang. Dtg ke cs kebon rojo jam 13.45 ktnya tutup jam 13.oo dan gk bisa layani meski di dlm msh ada cs nya ktnya bukan wewenangnya. Kantor pos seolah mau lepas tanggung jawabnya. Gak lg2 dech pake kantor pos. Dr sekian kali ini yg paling parah.😠😠😠😠",1,5 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Umu Sulkah,"Ribet, saat pengambilan BLT kurang dikondisikan. Akhirnya kasihan sama yang tua2 berdiri berjam2 dan suara petugas tidak bisa didengar oleh warga yg  bagian belakang. Kalau memang serius situasi banyak orang seharusnya petugas menggunakan mic, agar orang2 bisa mendengar panggilan dari petugasnya.",1,2 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Guntur Indra,"Tolong karyawan di masing-masing kabupaten diajari cara sortir paket dengan membaca, jangan sampai buta baca.
Paket terlantar, sampai retur.
Dimintai kejelasan & ganti rugi menghilang.
Pelayanan buruk, attitude pegawai nol.
Padahal diinputan web sudah ditulis depok, masih saya menyangkal. Pegawainya minim attitude.",1,Diedit 3 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Sieman S,"Ditelpon tidak pernah ada yang terima. Pelayanan publik yang sangat buruk.
Seharusnya Pemkot memberikan perhatian lebih kepada kualitas pelayanan Kantor Pos karena saya perhatikan semakin hari bukannya semakin baik tetapi malah sebaliknya.",1,4 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Lilik Umrotul F SDN Margorejo V Menyimak,"Kecewa banget.. instansi besar bumn tapi merugikan dan tidak bisa dipercaya. 🙃
Kirim express next day tp terkirim 6hari kemudian. Hahaha. Coba pahami aturan yg anda buat. Jika mmg tdk mampu jgn buat jenis kiriman tsb. Mengajukan klaim hrs ke pusat, dan uang tdk lgsg cair pdhl rumah jauhhh... mengabaikan psbb.
Klaim jg CUMA 25%. pdhl harga 2xlipat dr yg pos kilat. Mending pikir2 dulu ya kalau mau pake jasa kirim. Mending pakai swasta aja yg jelas dan terpercaya.
Sy minta maaf mungkin saya juga salah KARENA TERLALU PERCAYA DENGAN KINERJA POS INDONESIA🙃🙏. MAKASIH",1,5 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,vicky angelina,"saya sering berbelanja barang import, tolong pengerjaanya lebih cepat krn sy pun jg bayar pajak 20%++ dri harga barang yg brti sy jg berhak mendaptkan service yg sepadan. bahkan sampai lamanya saya dtg lgsg ke kantor pos utk mengambil sndiri krn paket sy ditelantarkan tdk dkirim” tanpa sebab selama 1 mgg",2,3 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Wisnu Suwitowati,"Sedih udah banyak yg tutup 🥲
Sedikit peminatnya utk ke Kantor Pos
Mgkn bs digaLakkan LG ato bikin acara ato promo pengiriman agar ga sepi se sepi td 🥲 …",3,3 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Ari Puji Astuti,"Kantor Pos pusat di Surabaya. Di sini tidak hanya bisa melakukan kegiatan pos saja tetapi juga untuk pembayaran lain seperti air, listrik, dll. Selain itu di kantor pos ini pula bisa dilakukan nasegel atau pemeteraian ulang dengan jadwal = Senin s/d Jumat jam 08.00 - 14.00 dan Sabtu jam 08.00 - 12.00. Anda cukup membawa dokumen yang dibutuhkan kemudian membeli meterai dan ditempelkan di dokumen tersebut. 1 meterai untuk 1 dokumen. Biayanya pun gratis.",4,6 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,momo denah,"Kalau saya sih sukak nya di gedung nya sih yaa.
Peninggalan jaman kolonial masih kokoh dan terawat dengan baik. Salah satu gedung yg punya s jarah panjang di surabaya.
Untuk pelayanan yaa bagus laa ada customer servisnya juga. Sama laa dengan kantor pos kantor pos biasanya.",5,3 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,bachtiar redy,"pelayanan bagus dan cepat, kadang nyrobot antrian krn tidak sesuai dengan pemanggilan nomor antrian! nyrobot karena kirim paket khusus marketplace! jd kagak masalah, perlu ditambah pembayaran menggunakan CASHLESS agar mempermudah cara bayar",5,4 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Asha Snd,"Baru tau kmren ngnter temen kalo skg kantor pos dialihfungsikan untuk pengambilan surat tilang dari kejaksaan tj perak..

Padahal cuma deket banget dari kejaksaan kenapa pengambilan surat tilang harus dikantor pos ya?",3,4 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Andre Pok ame-ame,Yg saya suka dri pos adalah kantornya yg indentik dg bangunan kuno n pnya nilai histori sejarah sprti di jemur sari n kebon rojo yg mrupakan sekolah bung karno dulu..adem n seolah2 sya brhalu dzaman dahulu^_^....gedung bersejarah msih trjaga dg baik,5,3 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Mila,Expedisi ter bangke!!! Kirim baso aci ke pontianak estimasi 4 hari di web. Nyatanya 3 minggu cuyy. Minta ganti rugi karna alasannya makanan kering di resi padahal udh dibilangin itu baso aci dituliss ditelfon orang nya pada begooo. Grgr pelayanan anda yg sangat jelek ini saya rugi  bukannya mempermudah seller tp bikin rugi. JANGAN PERNAH PAKE POS INDONESIA,1,5 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Probo Darono Yakti,"Kantor Pos ini merupakan tempat bersejarah, mengingat posisinya dulu sebagai bangunan peninggalan Belanda. Sempat berfungsi sebagai HBS (Hogere Burgerschool), atau SMA para Indo dan Belanda. Konon, Bung Karno pernah bersekolah disini. Masih simpang siur karena HBS yang berada di Jalan Wijayakusuma juga mengklaim hal yang sama (kini SMA Kompleks).

Dengan parkir yang luas, baik motor ataupun mobil. Kemudian anda dapat memasuki sebuah hall besar yang akan menyediakan kebutuhan pos anda, selain itu di dekat pintu depan tersedia banyak barang filatelis dan nunismatik. Jika beruntung anda akan bertemu salah satu filatelis yang dikenal di Surabaya, Romadhon Hariyanto.",5,9 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Avif Andrianto,Lokasinya samping jalan raya sehingga mudah untuk ditemukan. Pelayannya cepat dan ramah. Petugasnya siap membantu kita dan ramah. Tempatnyaa bersih dan banyak benda2 kuno sehingga cocok buat spot foto. Bangunan kuno dg langit2 tinggi sehingga sejuk dan nyaman saat berada di dalamnya. Parkiran juga luas sehingga mudah untuk memarkirkan kendaraan.,5,6 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,abdul muis,"Hari ini tgl 18-5-2020 jam 13:58 saya melakukan transaksi pembayaran listrik & saya sangat kecewa dg pelayanan kasir pd loket 16 terkesan ketus & tergesa - gesa.
Apa memang ada target dlm 1 hari sehingga kok kerjanya kayak pelanggan disuruh cepat² & tergesa - gesa.",1,5 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Mr. Peyek1922,Mohon untuk beberapa oknum tukang parkir kantor pos kebunrojo SBY agar sikapnya lebih ramah lagi. Sudah banyak customer pada komplain mengenai sikap mereka yg angkuh.,5,3 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Dofan Yulianto,Kantor pos gak jelas ...udah sampe surabaya no bisa di hubungin dan alamat juga bener....bahkan kurir juga belum ketemu penerima ...tpi udah buat status di tolak penerima dan dikembalikan ke saya...kerja itu yang bener pak...jangan asal ...niat gak sih ngurusin ?,1,4 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,misbach fuady sitompul,"Paket penting saya gak sampai2. Padahal janjinya bisa sampai ke tangan saya kemarin sore. Barusan saya telfon, di reject. Hadeehhhh... Gimana mau bersaing dengan swasta kalo gitu cara memperlakukan pelanggan?",1,3 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Papoy Hildan,"Ekspedisi opo iki !! Paket KILAT KHUSUS gak di kirim kirim sampek 5 hari !!!

Padahal Malang - Surabaya.. mengecewakan soalnya karyawane di dalam nginput sambil ngerokok truss buka baju dan santai santai !!",1,5 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Choirina Tamimi,"Untuk teman2 yang mau nasagel atau legalisir dokumen harus benar2 sebelum jam 2 siang. Ini saya sampai sini jam 2.10 saja ternyata ditolak dan gabisaa stempel
Mengecewakan.",1,3 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,jr cell,"Layanan kantor pos kebonrojo (tugu pahlawan) dari dulu smpe sekarang 👎🏻👎🏻👎🏻👎🏻👎🏻
Buruk seburuk buruknya

Petugas dan cs jadwal amburadul, informasi tidak jelas, merugikan yg jauh-jauh datang, 2 kali datang hasil nihil. Kena parkir juga 🤣

dikelola negara kok layanan 👎🏻",1,4 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Salus Yustian,"Gedung historis, pelayanan baik, staf ramah, walaupun tanpa AC tapi menunggu disini tetap terasa nyaman karena didesain oleh Belanda dijaman kolonial dengan memperhatikan sirkulasi udara. Sambil menunggu antrian bisa menikmati kemegahan arsitektur jaman kolonial.",5,5 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Yacob Gato Sura,"Kantor Pos Besar Surabaya yg dibangun thn 1916, bergaya arsitektur kolonial , mewakili era awal gaya Art Deco , akan menjadi sebuah creative hub, melalui proyek adaptive reuse .

Sayap timur gedung ini adalah bekas sekolah SD mantan Presiden RI pertama, Soekarno",5,3 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,H. Hamdani Nusu,"Bnr2 kecewa buanget...kirim dr sby ke mlng pki express next day, tarif yg tinggi. Dr tgl 20 mei 2020 sampai tgl 26 mei 2020 blm juga nyampai. Percuma ada layanan express, klo gak tau beda express sm biasa. Ganti aja ""EXPRESS NEXT WEEK, atau EXPRESS SOMETIMES""",1,5 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Alvian Christ,"Sangat sangat buruk paket saya di hilangkan, sudah komplain kata orang kantor mau di hubungi sama kurirnya tapi sampai detik ini kurir belum menelpon dan pihak kantor jika di telpon seprti orang baru bangun tidur, ndk lagi pakai pos indonesia buat ngirim barang mending pakai yang pasti2 aja yang sudah lama di bidang ekspedisi",1,3 tahun lalu
Kantor Pos Pusat Surabaya Kebonrojo,Devi Winda,"Kantor pos Kebonrojo penuh dengan sejarah dan masih aktif beroperasi.  Sempat tur keliling kantor pos, keren pokoknya.  Petugasnya juga ramah dan welcome banget. Benda filateli juga tersedia lho disini.",5,6 tahun lalu
