Pos Office Branch,User,Reviews,Rate,Date
Kantor Pos Fatmawati,rasri dwitami,"Tolong lebih ditingkatkan kembali untuk pelayanan nya, terlebih khusus untuk CS nya. Sangat tidak ramah melayani konsumen, sangat judes, tidak sesuai SOP CS yang harus melayani konsumen. Mba kan kerja di dunia pelayanan, seharusnya lebih ramah. Kecewa banget di layanin nya sangat judes, acuh tak acuh. Mohon lebih ditingkatkan lagi.",1,9 bulan lalu
Kantor Pos Fatmawati,Dyandra Vhe,nunggu di tukang nasi goreng ...hehhee😁 …,5,2 minggu lalu
Kantor Pos Fatmawati,Dwijo Saputra,Tempat luas dan bersih. Pengalaman kirim paket melalui pos cepat dan aman. Kirim ke Singapore dan Pontianak cepat sampai . Terima kasih pos,5,7 bulan lalu
Kantor Pos Fatmawati,Ahmad Kusdianto,"Jasa pengiriman kantor pos juga bagus dan murah biarpun punya pemerintah. Saya sudah puluhan tahun menggunakan jasa pengiriman lewat kantor pos. Dibandingkan jasa pengiriman swasta selain mahal juga tdk sesuai jadwal yg ditentukan. Karna saya juga sering menggunakan jasa pengiriman yg punya swasta ada yg mengecewakan krn  sdh bayar mahal"" tdk sesuai jadwal, ada yg tepat waktu juga. Klo jasa pengiriman kantor pos klo ada keterlambatan ya wajar saja, tapi klo jasa pengiriman swasta ada keterlambatan itu tdk wajar dan tdk sesuai dng yang dibayar mahal"" . Cuma orang kadang gengsi menggunakan jasa pengiriman kantor pos. Padahal jangkauannya ke seluruh dunia kantor pos itu.",5,setahun lalu
Kantor Pos Fatmawati,Deden Kesuma Praja,Mengecewakan. Koordinasi dengan customer tidak JELAS!!! Seharian menunggu ternyata barang masih belum di antar. Telfon ke 1500161 kata y barang sudah di antar kurir. Ternyata masih di sana dan suruh di ambil sendiri. Gak bermutu!!!!,1,setahun lalu
Kantor Pos Fatmawati,Joulie Joulie,"Hati-hati klo ke kantor pos Fatmawati (RAWAN MALING HELM),kejadian saya hari ini Senin 8 juli 2024 sekitar jam 10 siang,niat mau beli meterai tapi saya ambil uang dulu di bank mandiri posisi bank mandiri itu tepat disamping kantor pos,cuma di tinggal 1 menitan HELM langsung hilang,dan ternyata seminggu sebelumnya ada juga yg kehilangan HELM KYT di parkiran kantor pos fatmawati,yg saya heran itu ga ada SM sekali secure parking/security,tolong dong kantor pos Fatmawati cuma naro security aja di daerah parkiran susah amat,gimana klo sampe motor/mobil yg hilang nanti baru ada bergerak apa lgi klo sampe media tau,,emang kudu viral dulu baru bisa di dengerin omongan orang..",1,setahun lalu
Kantor Pos Fatmawati,al_s,"sempat ada kiriman yg ada biaya pajaknya, sudah dibayar online tp ditagih lg secara langsung waktu paketnya diantar kerumah, jadilah  bayar 2 kali, tapi setelah kontak dg POS-nya, langsung ditanggapi dan dalam hari yang sama uang dikembalikan. Terima kasih. Semoga POS makin lebih baik.",5,setahun lalu
Kantor Pos Fatmawati,Wildany Adzmi,"Ok lah. Tempatnya luas. Sepi, mungkin karna weekend. Lumayan minggu buka.",5,7 tahun lalu
Kantor Pos Fatmawati,Khansa Nadhifa,"Saya sering kirim surat dengan perangko di sini, cuma hari ini saya dapat impresi yang lebih baik dari biasanya. Bapak yang bertugas terima surat ramah banget! beliau tanya saya mau foto dulu ga suratnya dan izin tempel barcode. trus saya tanya dulu ga pernah ada barcode2 ini... abis itu dia malah dengan ramahnya ngejelasin sistem persuratan perangko dengan barcode ini.

Beliau keliatan antusias dan passionate untuk hal surat menyurat ini, ada kata2 ""pengen memperlakukan surat dengan perangko sama seperti surat lainnya"", keliatan banget pengen memperbaiki dan menghidupkan kembali surat menyurat dengan perangko. Saya jadi ikutan seneng 🤧

Semoga para staf pos indonesia bisa mencontoh beliau ya. Sukses terus pak! Akan kembali lagi ke sini untuk kirim surat selanjutnya 🤗",5,setahun lalu
Kantor Pos Fatmawati,Aw Wira,Hari Minggu mau kirim paket. Kap mobil. Secara print out harga sudah keluar. Tapi katanya barang kiriman lewat dari maksimal 110cm..tidak bisa di kirim.banyak alasan .takut patah padahal itu besi. Sepertinya petugas loketnya ga mau repot. Hari Minggu cuma 3 orang yg piket. Layanan buruk. Seharusnya tutup aja di hari libur,1,2 tahun lalu
Kantor Pos Fatmawati,Putri Hediyati,"Setiap beli matrai dibawah jam 7 pasti sll nunggu lama.  Cs yg lain ditanyain gk tau harus nunggu brp lama karna cs yg jaga gk izin. Bukan cuma sx begini, tapi beberapa x. Katanya pelayanan 24 jam. Hadeeehhhh",1,setahun lalu
Kantor Pos Fatmawati,luffy sableng212,"Telat kasih tau barang yg udah nyampe sampe 3 hari,, sumpah jelek bgt pelayananya ni kantor pos..",2,setahun lalu
Kantor Pos Fatmawati,hasan man,Pelayanan ramah. Parkir luas. Ada minimarket jg.,5,Diedit 2 tahun lalu
Kantor Pos Fatmawati,Rizqi Aries,Mantep pelayanannya,5,2 minggu lalu
Kantor Pos Fatmawati,Chris Robbie,"Sy sering ambil duit lewat MoneyGram di 2 kantor pos berbeda. Yakni Kantor Pos Fatmawati dan Pasar Minggu. Meski yg status nya 'Kantor Pos Besar' adlh yg di Fatmawati tapi servis jauh lebih baik yg di Pasar Minggu.

Kantor Pos Fatmawati 👎🏼👎🏼👎🏼
Servis SANGAT BURUK

Mulai dr sistem antrian smp loket nya gak jelas
Lama pula !!!
Ngabisin duit rakyat aja.",1,setahun lalu
Kantor Pos Fatmawati,Raissa Aulia,"pelayanan ramah, tapi sangat kurang informatif bagi saya untuk kantor pos besar dan/atau pusat.",1,11 bulan lalu
Kantor Pos Fatmawati,Widy Widodo,"Tgl 5 Oktober 2023 leges dokumen 3 tas full 2jam pas deh, Alhamdulillah ya Alloh, kantornya cukup bsr pelayanan the best👍💯, langganan leges dokumen dikantor Fatmawati ini sejak 2016,, …",5,setahun lalu
Kantor Pos Fatmawati,Eri Firmansyah,"Tolong donk min segera rubah jam buka sama Jam Tutup nya, terutama jam tutup, aku liat di google buka 24jam, nyatanya tadi aku tanya satpam jam 10 udh tutup, jauh"" dari Maruyung depok ke Patmawati pake gojek 40 ribu, kalo tau tutup kan aku nga berangkat, merasa kecewa iya🙃 …",2,setahun lalu
Kantor Pos Fatmawati,Ramadhan Gilang,"Setelah baca review buruknya tempat ini, saya coba ke kantor pos ini untuk kirim motor.
Di luar dugaan, pelayanan sangat baik bahkan extra miles. Sampai depan pintu, disambut petugas bahkan diantar ke loket dan dicarikan loket yg kosong.
Di loket pun langsung ditangani. Isi dokumen, serahkan kunci, bayar, selesai. Motor langsung ditangani oleh petugasnya. Proses hanya berkisar 10 menit.

Semoga kualitas ini tetap dipertahankan kepada semua pelanggan Pos Indonesia. Keep up good work.",5,4 tahun lalu
Kantor Pos Fatmawati,Fransiska Carolina,"Pelayanan lama,buruk.. CS banyak ngobrol,mondar mandir gak jelas.
Security juga gak rapih.",1,3 tahun lalu
Kantor Pos Fatmawati,Lia Masliana,"Mau nanya pak,Bu kalo dapat bansos apakah kita wajib ngasih ke RT ?
Soal nya setiap dapat bansos RT selalu minta trus ,,,
Saran aja sih pak kalo bansos keluar lagi lebih baik hubungi lgsung warga nya jangan lewat RT makasih.",4,setahun lalu
Kantor Pos Fatmawati,Indra Jaya,"Sangat buruk sekali. Sudah 2-3 hari dokumen saya digudang mereka dab tidak ada perkembangan. Saya kirim paket dr jakata selatan ke boyolali (masih didalam pulau jawa padahal) dan pakai express pula. Padahal tujuannya msh dipulau jawa loh ya. Dan yg lebih mengecewakan belum ada follow-up setelah saya tlp ke customer servicenya. Sangat, sangat super mengecewakan sekali. Ini pos indonesia BUMN ya? Ko bisa sangat tidak menghargai keprofesionalismean ya? Apa memang mental perusahaan negara seperti ini? Saya harap tidak. Oia ini pos indonesia punya negara ya? Sangat kecewa saya.",1,3 tahun lalu
Kantor Pos Fatmawati,Nurhasanah,alhamdulillah sekarang ternyata kirim paket dari kantor pos sudah lebih cepat ....kereen kantor pos sudah berubah menjadi lebih baik....maju terus kantor Pos,5,setahun lalu
Kantor Pos Fatmawati,Sekar Ayu Nugroho,"Lebih bagus pelayanan di kantor pos kecil daripada di fatmawati. Kantor saja besar tapi pelayanan buruk.....customer ngantri lama, sesama pegawai banyak ngobrolnya....",1,setahun lalu
Kantor Pos Fatmawati,Farid Ramdan,Pengiriman sesuai dengan estimasi,5,2 hari lalu
Kantor Pos Fatmawati,Nadea Ayuk,"Satpamnya baik banget, Customer service nya pelayanannya tidak baik, jutek, tidak ramah. Saya ingin ngirim paket pagi2, saya antri depan saya bapak2 ditanya ternyata sudah menunggu setengah jam kata petugasnya yg bagian loket anter paket ke kamar mandi masa lama bgt, akhirnya saya maju nanya petugas lain nanya mana petugasnya ke kamar mandi lama bgt kasian bapak2nya udh nunggu drtd, petugasnya jwb “iya kmr mandi bntar saya panggilin” masa harus maju dulu ditanya baru manggilin pdahal bapak2nya sdh tua kasian berdiri. Nenek2 juga nanya ke petugas jawabnya tidak sopan. Tolong tingkatin lagi pelayanannya, kalau cara kerja lama stidaknya beritahu saja / menggunakan kalimat yg baik. Makasi",1,3 tahun lalu
Kantor Pos Fatmawati,Tama Alfath,"Pengalaman mengirim dokumen dan paket  di kantor pos fatmawati dilayani dengan  cukup baik mulai dari satpam sampai petugas lain, tingkatkan kembali pelayanan terbaiknya💪 …",5,2 tahun lalu
Kantor Pos Fatmawati,miss sapti,"Tempat nya luas strategis
Pelayananya bagus dan ramah
Saya dateng jam setengah 8 malam untuk pencairan BSU dan langsung dilayani dengan cepat.
tutup sampai jam 9 malam sih kata petugasnya dan sabtu minggu tetap buka",5,2 tahun lalu
Kantor Pos Fatmawati,Faishal Rusydan,Tanggal 26 ke sini untuk pengambilan dana BSU H-1 tanggal sebelum penutupan. Sangat cepat dan dilayani dengan baik. Ke kantor pos fatmawati sekitar pukul 18.00,5,2 tahun lalu
Kantor Pos Fatmawati,Christianus Arie Wisnu Wijaya,"Salah satu kantor pos besar yang buka sampai malam. Pilihan servis beragam, sejauh pengalaman saya, staff cukup informatif dan membantu. Harga bersaing (tentu saja), sejauh ini mengirim barang lintas provinsi dan ke luar negeri, tidak ada masalah berarti.",4,6 tahun lalu
Kantor Pos Fatmawati,Rini Fardhiah,Gila! Pelayanan masyarakat 24 jam!,5,7 tahun lalu
Kantor Pos Fatmawati,Abdul Aziz,Sangat kecewa paket tujuan Palembang sudah 5 hari masih saja di gudang.  Dan customer servicenya beralasan sedang di proses ini itu.. sedangkan kita menggunakan paket kilat khusus... Terlalu meremehkan.. sangat kecewa... Bagaimana mau bersaing dengan jasa kurir lainnya.  Kalau masih begini.. ngg lagi lagi dh ngirim paket antar pulau.. menggunakan pos.,1,6 tahun lalu
Kantor Pos Fatmawati,Rosa beloved,"Luar biasa pelayanan lama bgtttt terlebih pengiriman dari luar negri, sudah selesai proses cukai tapi dikirim sama kantor pos lama bgttt.. bisa kali ditambah karyawan nya kalo memang berkendala di tenaga kerja..",1,5 tahun lalu
Kantor Pos Fatmawati,Lavanya Eka Setiyawati Athulya,Strategis. Besar. Pelayanan cepat ga antri,5,4 tahun lalu
Kantor Pos Fatmawati,Azis,No telp nya ngga ada yg Aktif yaa? Mau tanya kalo mau ambil western union apa bisa ya disini jam operasional sampai jam berapa ya?,3,setahun lalu
Kantor Pos Fatmawati,Epi Lena,"Buat apa di setiap kelurahan ada kantor pos, kl mau kirim paket reguler musti ke kantor pos pusat Fatmawati. Hrsnya mempermudah masyarakat krn lbh dekat dr rmh. Kl bagi org2 yg bekerja senin smp jumat tunggu hr sabtu dl br bS ke ktr pos. Pos kelurahan hanya melayani paket kilat. Mahal kan... Gak heran kl skrg masyarakat lbh memilih jasa swasta dr pd pos indonesia selain cepat standar dan petugasnya ramah tidak seperti petugas pos yg di kel. Rawa barat jl wolter monginsidi yg mau pulang cepet. Sdh datang  di hr sabtu siang jam 11.35 br buka pintu aja dah dibilang kok siang amat bu.. Sm bapak petugasnya sabtu 20 mei 2017. Lg nimbang jg bilang siang amat si bu. La pak namanya ibu2 mandiin dan nyuapin anak dl. Br bs ke sn. Sdh ditimbang paket sy dihargai kilat gak bs reguler. Musti ke fatmawati. kantor ini jg gak sedia map coklat yg besar alasannya blm belanja. Sy mau nyebrang bentar beli di swalayan depan malah di sarankannya datang aja lg senin. Masyaallah... Udah dr senin mau ke pos begitu bs ke pos di hr sabtunya krn hr lain sy krj malah smp di pos dipersulit. Gak punya hati banget ya tuh petugas. Sy jg krj melayani masyarakat sebisa mungkin masyarakat nyaman puas. Lah ini kt sdh bayar banyak aturan lg.... Gmn nih pos indonesia BUMN kan...???. Sy kecewa banget sm payanan pos. Jangan mempersulit. Kenapa gak balik ke aturan  yg lalu. Mau kirim paket apa aja  kilat ato reguler bisa gak musti ke pusat. Mohon dipertimbanhkan !!!",1,8 tahun lalu
Kantor Pos Fatmawati,Pratya Wedayana,"Pelayanannya bagus. Mungkin ga tahu paket etilangku dimana, ada karyawan lain bilang, kurang lebih 1 bulan, paketnya baru ada. Langsung di kirim alamatku. Ternyata ga sampe 3 minggu, dapat paket etilangku. Terima kasih ya. Oh iya tolong toilet yang di bawah sebrang kantin, di bersihkan dan di kasih pewangi. Jorok dan bau bangeths.",5,4 tahun lalu
Kantor Pos Fatmawati,Happy Woman,"Kurang aja banget sih pihak pos, ngirim hp hilang, semoga lu bangkrut, buat yg lain hati² kirim barang berharga lewat pos, udah pelayanan lama, gk profesional juga,",1,3 tahun lalu
Kantor Pos Fatmawati,Uda Nurman,"22 desember 2019 niat beli materai di kantor pos malah dibilang : ""hari minggu ga ada panjer materai / ga jual materai"".

yang pegang materai perorangan senin - sabtu aja.

saya cecar, akhirnya petugasnya keluar ruangan trus turun ke bawah, kirain ngapain,  malah liat tukang fotocopy jualan apa enggak, mau ngambil dari sana 🤦🏻‍♂️ ah elah parah bener dah 🤦🏻‍♂️ kantor pos ngambil materai malah dari tukang fotocopy.

kantor pos gede begini kelakuannya. 🤦🏻‍♂️",1,5 tahun lalu
Kantor Pos Fatmawati,dwi ardi irawan,gw udah speechless sih mau komplain di pos indonesia tapi no result and cenderung tidak membantu. menggunakan jasa pengiriman express (premium) untuk mengirim dokumen penting ke alamat kantor. gw kecewa nya kurir pos indonesia memberikan dokumen tsb ke rekan kerja yang saya juga tidak tahu itu siapa. entah ini salah saya atau memang di pos indonesia menganggap sama dokumen.,1,5 tahun lalu
Kantor Pos Fatmawati,Ari Wahyudi,Alhamdulillah ada tempat spklu untuk mobil listrik,5,setahun lalu
Kantor Pos Fatmawati,Ernie Mulyadi,"Hari ini tgl 27 Juli 2021 jam 14.20 siang saya kesini untuk tanya2 soal BLT. Customer service-nya jutek banget, ga ramah. Saya ga tau namanya siapa, mba2 pake jilbab dan kacamata yg badannya agak kurus. Ngembaliin KTP ke saya pun agak dilempar. Ditanya2 juga males2an jawabnya. SOPAN SEDIKIT HEY ANDA!!! Customer service kan?? Tugasnya melayani customer kan?? Resign aja mba kalo ga suka sama tugasnya.",1,4 tahun lalu
Kantor Pos Fatmawati,Inggit Setiawan,"Parkir luas..
nyaman..
semoga pelayanan kedepannya lebih baik lagi..",4,Diedit 2 tahun lalu
Kantor Pos Fatmawati,Tri Utami,"Pelayanan nya jelek banget,yang datang nunggu bukan diduluin,entrian yg lunas barang ditinggal banyak diduluin.
Mana ditinggal break buka puasa.
Lagi bawa anak kecil juga. Mestinya yg nunggu diduluin segera.
Petugasnya gak bisa kompeten.",1,4 tahun lalu
Kantor Pos Fatmawati,Muhammad Akbar,"tolong untuk ditambah pendingin udaranya, supaya yang datang siang hari dan bawa barang banyak tidak kepanasan dan nyaman menunggu antrian",4,setahun lalu
Kantor Pos Fatmawati,Avianta Anggoro,"Sangat mengecewakan!!! Saya Kirim dengan paket kilat satu hari sampai, namun sudah 2 hari tidak sampai dan tidak ada tindak lanjut. Telepon sampai berkali kali tidak diangkat, giliran telp ke call center 161 Pos kayaknya juga tidak ada tindak lanjut. Paket isi makanan akhirnya Basi!!!!",1,6 tahun lalu
