Pos Office Branch,User,Reviews,Rate,Date
Kantor Pos Indonesia Tangerang,Saepul Barokah,"Entah kenapa pos Indonesia tangerang jadi gini, dulu kalo kirim dokumen dari luar pulau pun cuma 2-3 hari sampai. Ini kirim dokumen dari Surabaya sampe 6 hari, itupun harus ngepush ke costumer care pos Indonesia sampe 4 kali komplain baru dianter.
Tolong diperbaiki lagi",1,3 bulan lalu
Kantor Pos Indonesia Tangerang,Fakhri Rizael WBC,"Baru kali ini saya nemuin pos dengan pengiriman terlama, jarak cuma 6,8 km sampe 4 hari kerja jasa kirim yang lain aja cuma butuh waktu 1 jam paling lama 1 hari, pantes rating 3,1 ternyata begini kinerjanya. Minta tolong infokan ke kurir dan staf lain lakukan perbaikan sekarang juga atau ganti semua pegawainya pakai orang yang lebih kompeten, mau sampai kapan retingmu 3.1? samapi kantor tutup.",1,4 bulan lalu
Kantor Pos Indonesia Tangerang,Rudi Hartanto,Pencairan bsu dsni bener ga sih ga perlu barkot...soalnya diapp pospay ga muncul juga...info dong,5,Diedit 2 minggu lalu
Kantor Pos Indonesia Tangerang,Aulia insan Habibi,"Kurir menipu.
Status laporan “paket akan diantar ulang . Rumah kosong”
Padahal gada orang kerumah. Dan dirumah pun ada orang.
Menghubungi pihak penerima aja kaga.
Tolong kerja yang bener !",1,3 bulan lalu
Kantor Pos Indonesia Tangerang,Aditya Bhaskara,"Datang ke sini karena ingin kirim paket ke luar negeri. Overall pelayanan cukup baik, mbak customer servicenya ramah banget sampai repot bantuin saya packing. Proses dari pengecekan barang sampai resi keluar jg cukup cepat. Keluhan saya hanya tempatnya yg sudah terlihat sangat tua dan butuh peremajaan. Tidak ada ac dan kipas pun hanya untuk staff saja.",5,setahun lalu
Kantor Pos Indonesia Tangerang,zahra hana,"Jam pelayanan senin - jumat tertera sampai jam 21.00
Jam 20.40 saya mau beli materai di tellernya bilang KOSONG, kok bisa sekelas kantor pos pusat tgr kehabisan materai?? Ternyataaa masih ada emng males aja ini teller nya, buru buru mau closing kali.
Yaudah kalo gitu ajuin aja pelayanan sd jam 16.00 mbak jgn sampe jam 21.00 pada males kali ngelayanin jam jam closing yee tapi gak bohongin customer juga kali
Hadeeuuuuuuuu",1,5 bulan lalu
Kantor Pos Indonesia Tangerang,Lisa Rayhan,"Telepon berkali2 ga ada yang angkat2 pdhl msh jam kerja,lalu ada fasilitas wa pun ga online pas jam kerja,driver yg mengirim paket juga ga bisa konfirmasi klo alamat tidak lengkap ga seperti jasa pengiriman lainnya yg bilamana alamat tidak lengkap pasti konfirmasi ke Penerima biar flexsibel.
Ini mustinya smpai tgl 30 tertunda.
Coba dibenahi lagi sistem nya biar pengguna nyaman mengunakan jasa kantorpos,terima kasih",2,3 bulan lalu
Kantor Pos Indonesia Tangerang,Edward Juhandi,"Wah jangan pakai deh ini Ekpedisi POS indonesia, memang yang bikin bangkrut itu karyawannya, haduhh semoga cepat tutup POS indonesia, selama service kalian tidak berbenah, tinggal nunggu pailit aja .. bandung jakarta butuh sampai 5hr dan sampai skrg blm sampai brangnya, bsk masuk hr ke 6",1,2 bulan lalu
Kantor Pos Indonesia Tangerang,Rizkia Lesmana,"Yang mau ambil BSU selain di pos sini bisa di Kantor pos perumnas 2 Jl. Mendut Raya No.Blok D/10, Bencongan Indah",4,sebulan lalu
Kantor Pos Indonesia Tangerang,Sabena Bungsu,"TERJADI LAGI, kirim barang (makanan) hari skamis tgl 3 pakai next day, sampai sabtu tgl 5 belum sampai. Di status lacak TETAP SAMA oper2 kantor!",1,Diedit sebulan lalu
Kantor Pos Indonesia Tangerang,Dalbo O,"Pertama kali kirim paket lewat pos tapi dibikin kapok 🙂 CS nya kurang informatif, ga ramah, jutek lagi.. Udah gitu harganya ga masuk akal, masa beratnya ga sampe 1 kg, ukurannya sedang, pengiriman masih dalam satu pulau jawa, tapi harganya hampir 100 ribu. Mending ke sebelah palingan ga sampe 40 ribu. …",1,3 bulan lalu
Kantor Pos Indonesia Tangerang,Farida Helmy,"Jam kerja:
Senin-Jumat 07-21
Sabtu 07-18
Minggu 08-18

Karena pelayanan hanya 1 konter yg dibuka,  antrian cukup panjang
Agak lama juga nih melayani per orangnya

Semoga kedepannya bisa lebih baik lagi",5,2 tahun lalu
Kantor Pos Indonesia Tangerang,Lis Da,"Pelayanan sangat baik Dan cepat,orgnya ramah , ngambil BSU  kumpulin ktp ke satpam nunggu panggilan,baru juga duduk sudah di panggil,,",5,4 minggu lalu
Kantor Pos Indonesia Tangerang,Murih Dado,"Uda gila ga ad AC ga ad Kipas..
Bobrok banget kantor pos Tangerang

Petugas ny agak males2 ap lg klo ngerjain kolektif muka ny langsung asam..",1,Diedit setahun lalu
Kantor Pos Indonesia Tangerang,Suhendra,"mau tanya klo mau cairin BSU , bisa di wakilkan dengan anggota 1 kk ? dan persyaratannya apa aja ya ?",1,sebulan lalu
Kantor Pos Indonesia Tangerang,RADEN ALIF FIRMANSYAH,"Pengambilan BSU 2025 ( ALHAMDULILLAH GX NGANTRI )

UNTUK PENGAMBILAN BATAS WAKTU SAMPAI JAM 19:00.",5,2 minggu lalu
Kantor Pos Indonesia Tangerang,Kania Dewi,"pelayanan cepat ambil bsu 10 menit langsung cair pegawai ramah ruangan wangi dingin
👍🏻 …",5,sebulan lalu
Kantor Pos Indonesia Tangerang,Frederico Jappe,Kirim dokumen penting ambil paket yang paling cepat Bandung - Tangerang sampainya 3 hari. Ada notifikasi alamat tidak ditemukan alhasil dokumen pentingnya sampai di hari ketiga di sore hari jadi telat diproses untuk kerjaan,2,5 bulan lalu
Kantor Pos Indonesia Tangerang,NURDI,"Mau tanya kak untuk pencairan bsu sampe jam brapa,trs hari minggu Buka Enggak",4,sebulan lalu
Kantor Pos Indonesia Tangerang,Jocylen Cantik,"Alamat penerima sudah tercantum dengan jelas, tapi dalam web pelacakan paket alamat belum diketemukan",1,sebulan lalu
Kantor Pos Indonesia Tangerang,Syami Romadhona,"Pelayanannya baik, satpam ramah proses pencairan bsu pun simple dan cepat 👍 …",5,3 minggu lalu
Kantor Pos Indonesia Tangerang,Agus Triyono,Kapan paket gw di anterr... udh samapai tangerang kemaren sore hari gini belum di kirim...,1,2 bulan lalu
Kantor Pos Indonesia Tangerang,Mardi Dwi,"Keren ngambil bsu segitu banyaknya pelayanan maksimal banget , pekerjanya ramah pula",5,sebulan lalu
Kantor Pos Indonesia Tangerang,Indra Pelipurlara,"Ambil bsu disini cepat walau antrian panjang.. security nya oke, ramah",5,sebulan lalu
Kantor Pos Indonesia Tangerang,Dewiqu,Setia dgn kantor pos biayanya ringan dibanding yg lain... Alhamdulillah smp tujuan pun ga pernh ad kendala..🤲 …,5,4 bulan lalu
Kantor Pos Indonesia Tangerang,Bhre Jayawardhana,"Tempatnya Luas, Pelayanan Ramah, Cepat, cuma kurang ada AC. kios FotoCopy ada, kantin ada, rujak ada 😁 …",5,setahun lalu
Kantor Pos Indonesia Tangerang,Seli Andriani,"Kurirnya gajelas, udh dikasih arahan padahal tinggal beberapa meter aja tapi malah balik ke cabang tanpa konfirmasi apa-apa padahal chat udh di balas secepat mungkin. Dan tetangga juga banyak disitu tapi tu kurir ga nanya2 sama sekali. TOLONG PIHAK POS INDONESIA KASIH PENGARAHAN KE KURIR GIMANA CARANYA JADI KURIR YANG BENER!!!!",1,7 bulan lalu
Kantor Pos Indonesia Tangerang,Muhammad Naufal Akrom,"Untuk pelayanan legalisir bisa di buka lebih awal, lebih cepat buka di pagi hari makin lebih baik yuu......bisa yu.....",1,11 bulan lalu
Kantor Pos Indonesia Tangerang,Nova Manurung,Tangal 27 juni sampai tanggal  1 juli belum di kirim 👎 …,1,sebulan lalu
Kantor Pos Indonesia Tangerang,Audy Rachmawati,"Pengurusan BSU sangat mudah, cepat, dan pelayanannya ramah.",5,3 minggu lalu
Kantor Pos Indonesia Tangerang,Januri John,"Jadwal tidak sesuai, pemberi harapan palsu bagi masyarakat,tololl",1,2 minggu lalu
Kantor Pos Indonesia Tangerang,Noah Al fatih narendra,"YANG MAU AMBIL BSU JAM 8 SAMPAI JAM 4
DI GOOGLE BUKA JAM 7 SAMPAI JAM 9 MALAM HOAX",1,sebulan lalu
Kantor Pos Indonesia Tangerang,Brillie,Kalau mau kirim ke luar negri pakai RLN atau EMS minta dilayani sama mas Risky aja. Orangnya ramah kok. RLN ke Amerika cuma 7 hari sampai. Atau emang lagi beruntung saja ya saya... 😁 …,5,5 tahun lalu
Kantor Pos Indonesia Tangerang,Patrick Damanik,"Pengalaman pakai pengiriman ini kurir nya samgat lambat padahal paket sudah sampai tapi tidak di antar antar ke lokasi, CS nya tidak menjawab panggilan saat di telpon. Mohon untuk kantor pos memperbaiki itu jika tidak ingin mengalain penurunan!!!",1,8 bulan lalu
Kantor Pos Indonesia Tangerang,Aditt Setiawan,maaf mau bertanya apakah dana bsu di tangerang sudah bisa dicairkan,4,sebulan lalu
Kantor Pos Indonesia Tangerang,rahmasari atika,"Tolong lebih diedukasi lagi kurir nya
Kok bisa berani mau buka pintu rumah, untung saya kunci. serem banget sumpah

Ini komplek kontakan, dipanggil aja nama penerimanya. Gk usah coba buka² pintu. Pintu rumah ini kok berani banget",1,8 bulan lalu
Kantor Pos Indonesia Tangerang,Indah Okzana,"Kurir nya kurang recomend ! Distatus pengiriman dibatalkan krna rumah tidak ditemukan , dan tdk ada komunikasi apapun dari KURIR nya ! Padahal udah sering antar paket dengan nama kurir yg sama ! Padahal yg dikirm makanan , orangtua sudah susah payah mengirim nyampe sini udah BASI !! Tolong pihak POS , kalau seperti ini sama aja tidak menghargai .",1,11 bulan lalu
Kantor Pos Indonesia Tangerang,Irma Lia Wanti,lebih diperhatikan lagi karena security nya sangat tidak ramah.,1,3 minggu lalu
Kantor Pos Indonesia Tangerang,Fajar id,"tdk ada layanan 24 jam, walaupun ada koperasi 24 jam di depan",4,3 bulan lalu
Kantor Pos Indonesia Tangerang,R Martin,"Pelayanan sangat baik dan memuaskan, jual materai juga, bisa kirim barang paket, lokasi mudah di jangkau dgn transportasi umun",5,4 tahun lalu
Kantor Pos Indonesia Tangerang,Saskia Salsabila,Mao nanya kalo ngambil BSU malem bisa gk  yaa??,5,2 minggu lalu
Kantor Pos Indonesia Tangerang,Sayed Muhamad Syamil,"Mau nanya apa bisa pencairan bsu?
Hari minggu bisa ga ya",5,sebulan lalu
Kantor Pos Indonesia Tangerang,Hendra Galus,Sabtu minggu tetap buka.. Petugasnya ramah-ramah dan sangat membantu.,5,7 tahun lalu
Kantor Pos Indonesia Tangerang,Mukhlis Saputro,"Main tipu tipu status pengiriman. Kerumah aja g ada. Ngabarin juga tidak. Bilangnya udah kerumah.

Kalau kerja yang bener bos. Kalau g niat nganter, g usah jadi kurir. Tidur dirumah aja.",2,8 bulan lalu
Kantor Pos Indonesia Tangerang,Rona Maulana,pencairain BSU disini cepet bgt ga ribet 🫶🏽😘 …,5,sebulan lalu
Kantor Pos Indonesia Tangerang,Shintiani Hermawan,Dari Securty sampai Staffnya RAMAH SEMUAAA yg bgini Di Cari 👏👏👏👏👏👏 …,5,sebulan lalu
Kantor Pos Indonesia Tangerang,Harry Wijaya,"Saya memdapatkan surat informasi pengiriman dr luar negeri, untuk pembayaran pajak nya. Surat tiba di rmh sy tgl 30 april 24, sementara dlm surat ditulis kadaluarsa tgl 29 april 24. Tgl 30 april sy lakukan pembayaran. Tp entah kenapa sy dikirimkan kembali surat panggilan ke 2 yg isi nya sulit dibaca (print nya berbayang) Ini cerminan staff yg bekerja dgn asal² an. Mengecewakan.",1,setahun lalu
Kantor Pos Indonesia Tangerang,aziis ramadhan,mau tanya pencairan BSU sampe jam brpa ya???,3,sebulan lalu
Kantor Pos Indonesia Tangerang,Alfaqir Aldo,Mau nanya kira² bisa ngambil BSU ngga disini,5,sebulan lalu
Kantor Pos Indonesia Tangerang,riestiey aja,Ga beres kerjannya...makanya sepi ga ada peminat,1,4 bulan lalu
Kantor Pos Indonesia Tangerang,Lastri Sulastri,"Saya kirim paket dari bandung ke tangerang yang 1 hari sampe...sudah proses receiving di kcu 15000 jam 08.50 dan sampe jam 16.00 ga ada pergerakannya lg, hingga akhirnya saya telp hello pos 1500161 dan baru jam 16.38 baru masuk delivery run sheet. Tapi  sampe jam 20.00 blm juga paket diterima akhirnya saya telp hello pos lg. Dan baru ada pengiriman jam 20.17. Saya sangat kecewa sekali dengan lambatnya proses penanganan di kantor pos kcu 15000 ini.",1,setahun lalu
Kantor Pos Indonesia Tangerang,Sulastri Syah,"Payah.....kiriman next day kalo jatuh di hari minggu ga dikirim.....harusnya profesional dong kaya jasa kirim yg lain. Walaupun hari minggu kurir tetap ngirim.
Udah hub hallo pos jg ga ada tindak lanjutnya.....ini mah jadi ngerugiin konsumen",1,setahun lalu
Kantor Pos Indonesia Tangerang,Joshua Marcius,"Best service ever, customer service sangat membantu banget. Surat pengiriman pembayaran terakhir 21 April nyampe 22 April keren kan? Cs ada masalah di pembayaran qr mereka suruh kita gak bayar dulu terus di kontak kembali setelah didiamkan oleh pihak cs, disuruh bayar denda, gila hebat kan? Kalau gak barang di return. Terus akhirnya barang di return deh. Emang paling keren kalau pelayanan mah pantes sering viral saking bagusnya sih pelayanannya. Biarkan bintang berbicara 😁",1,setahun lalu
Kantor Pos Indonesia Tangerang,M. Muh,Mau nanya ambil bsu sampai jam berapa?,4,3 minggu lalu
Kantor Pos Indonesia Tangerang,Bhima Nathanael,"Salam sehat untuk PT. POS INDONESIA salah satu perusahaan BUMN dengan pelayanan tercepat melebihi DHL, ketika paket sampai petugas dengan gaji UMR dan tunjangan, langsung gercep kirim ke customer, dengan pimpinan direksi yang gaji nya uwow dan bonus tunjangan yang super tinggi bagai bintang dilangit dari hasil APBN yang diperoleh dari keringat pajak rakyat, saya rasa perusahaan ini cukup kompeten di bidang jasa pengiriman... itu salah satu contoh karangan hasil halusinasi harapan saya, yang kenyataan pelayanan nya super pahit, duit mau tapi barang ga dikirim kirim.. wkwkwkwk",2,setahun lalu
Kantor Pos Indonesia Tangerang,Hajis Se,ini bener Buka sampe jam 9 malam?,5,3 minggu lalu
Kantor Pos Indonesia Tangerang,Bagus Ajaa,Lelet Kaya ga niat kerja Kurir nya,1,3 bulan lalu
Kantor Pos Indonesia Tangerang,L L,"Pakai jasa pos EMS, barang uda 11 hari ga ada kabar !! Biasanya di seller lain yang ada opsi dhl, barang sampai ke tangan pembeli diindonesia dalam waktu 3hr. Terpaksa harus pakaii pos, kantor pos pelayanan kaya jaman kolonial, isinya orang orang yg ga ada rasa peduli, barang entah kemana uda 11 hari, cuma dijawab akan dicari, Entah sampai kapan. 20 dari 20 orang kalau ditny kirim paket mau pakai apa, ga ada 1 pun org sebut kantor pos !! Kantor pos sekarang ini hidup cuma karena negara aja, andai kalian swasta dengan pelayanan seperti ini, 2 bulan ga bangkrut aja uda hebat. Teruntuk management kantor pos, benahi mental kalian, jasa yang kalian jual dan kalian lalukan sekarang ini, sudah dikerjakan oleh swasta seperti dhl, fedex, sicepat, j&t, ninja, grab, gojek, anteraja dll.. dan pelayanan mereka itu 50x lebih baik daripada kantor pos, so buat orang normal, kalau ada yg lebih baik, kenapa harus pilih pos?? Rasanya pos indonesia ditutup akan jauh lbh baik dan menghemat beban negara. Oh ya 1 lagi yang konyol.. ada namanya call center 1500161 tapi kalau mau lapor / claim keterlambatan harus ke kantor pos terdekat, luar biasa kantor pos.",1,2 tahun lalu
Kantor Pos Indonesia Tangerang,Dedy Kurniawan,"Tertera hari Minggu buka jam 08.00, tapi petugas pengurus BSU jam 08.50 belum ada",1,2 tahun lalu
Kantor Pos Indonesia Tangerang,Rosliana maulida Pane,"Mau istighfar aja ini rasanya . ,,berkas penting malah ke hold 4 hari gegara kurir nya !",1,7 bulan lalu
Kantor Pos Indonesia Tangerang,Indri Yani,"Maaf mau tanya, ini depan Robinson tangerang ya??",4,2 minggu lalu
Kantor Pos Indonesia Tangerang,Nita septy,"Kecewa banget sama kurir yg namanya MUSTAQIM ga amanah banget kerjanya.Pesanan saya tidak pernah diantar ke lokasi tujuan.Tapi dicek resinya dan diliat disitu keterangannya ditulis Yang Bersangkutan tidak dikenal,padahal jam segitu saya ada dirumah,udh dicek 3 kali keterangannya masih begitu saja.Entah malas atau emang sengaja barang saya tidak dikirim² oleh kurirnya.Mau telpon kurirnya tapi ga ad ug bisa dihubungi",1,setahun lalu
Kantor Pos Indonesia Tangerang,Milis Project,"Beli matrai 10rb sebanyak 2000lembar tapi gak bisa byr tranfer/qris tapi hrs byr cash yg bener aja,bener"" kantor pos ini ketinggalan jaman,2024 gituloh parahhhhhh",1,setahun lalu
Kantor Pos Indonesia Tangerang,Digital Marketing,"Pegawainya makan gaji buta, surat pin adsense udah sebulan gak dikirim, pas saya datang kesini temuin langsung bagian gudangnya ternyata ada ratusan surat yg blm dikirim juga, datang jam 9.30 kurirnya masih pada santai ngopi dan ngobrol. Perusahaan bumn paling gak jelas. Mending tutup aja",1,2 tahun lalu
Kantor Pos Indonesia Tangerang,Nurhayati Marbun,"Sy urus paspor selesai hari senin
Sy minta kirim hasil paspor sy melalui kantor pos, sampai saat ini paspor saya belum sampai juga padahal alamat sy jakarta barat.
Bagaimana kantor imigrasi taggerag yg ada kantor pos didepan kantor Imigrasi taggerang. Sangat disayangkan
Sy coba telpon ke nomor tidak diangkat angkar",1,setahun lalu
Kantor Pos Indonesia Tangerang,Fahmi Awaludin,Pencairan BSU cepat satpamnya juga cepat,5,sebulan lalu
Kantor Pos Indonesia Tangerang,rifqi hidayatullah akmal,"Kantor pos pelayanan pengiriman nya makin ke sini makin buruk.. ngretur berkas dokumen penting tanpa konfirmasi terlebih dahulu, mlh retur satu pihak. Kapok pengiriman pake kantor pos Indonesia,",1,setahun lalu
Kantor Pos Indonesia Tangerang,Fadila Lestari,Hari Minggu tetep buka ✨👍🏻 …,5,3 tahun lalu
Kantor Pos Indonesia Tangerang,E Yunus,Pelayanan sampai jam 9 mlm lho! Except weekend. Staff ramah. Kiriman paket dr Belanda aman. Pengambilan juga mudah tdk ada kendala. Parkir mobil cukup luas.,5,2 tahun lalu
Kantor Pos Indonesia Tangerang,Febriansyah Mohammad,Pelayanan cepat dan ada  parkirnya bayar,5,4 tahun lalu
Kantor Pos Indonesia Tangerang,David Gunawan,"Service sangat sangat sangat sangat buruk !!!! Kirim barang dari sg ke indo. Ga ada kabar sama sekali, ga ada info dan notif barang udah sampe mana.

Tiba2 cek sendiri iseng2 udah kena pajak dan kena denda terlambat bayar !! Pas di datengin masa ambil barang cum bisa ambil senin - jumat. Minggu pengambilan barang tutup. Aneh bgt.

Terus cs ga bs di telp cuma bs via chat. BUMN paling parah ini emang",1,2 tahun lalu
Kantor Pos Indonesia Tangerang,Rahadian Mahesa Aditama,Good kinerja CS pos Indonesia..,5,sebulan lalu
Kantor Pos Indonesia Tangerang,yulio hariswan,"Masa Beli materai gabisa bayar pake Q-RIS jelas"" disitu ada Barcode'a. Giliran temen saya Yg beli bisa Pake Q-RIS. Pelayan'a gak punya pendirian. Jutek minus gak bakal balik lagi dah kesini.",1,setahun lalu
Kantor Pos Indonesia Tangerang,Linda Linda,"Pelayanan staffnya bagus,tapi uda lebih dari 6 bulan AC di kantor pos ini rusak.panasnya ud kayak di neraka",3,setahun lalu
Kantor Pos Indonesia Tangerang,Suopnos Inc,"parah banget asli, pengiriman ga nyampe2 padahal masih di area jabodetabek. terhitung 5 hari kerja dan 7 hari biasa paket hanya mutar2 tanpa kejelasan dg keterangan alamat tidak ditemukan. parahnya pihak kurir pun ga ada inisiasi telepon ke pengirim ataupun penerima. ujung2 nya saya harus datang lngsung ke kantor pos untuk ambil paket, atas inisiasi saya sendiri. ini mungkin jadi salah satu alasan pos indonesia kalah saing dengan ekspedisi lain",1,4 tahun lalu
Kantor Pos Indonesia Tangerang,Audrey Citra97,lamaaaa kalo kirim,1,sebulan lalu
Kantor Pos Indonesia Tangerang,Laki Michat,"Sungguh memalukan HARUSNYA MENTERI PENDIDIKAN NADIM MAKARIM JADI DIRUT POS BIAR BISA KAYA GOJEK CEPAT, PECATIN AJA DEH SEMUANYA BUMN KERJANYA PADA TIDUR PAKET BERHARI² LAPORAN TAPI GAK ADA PENYELESAIAN DAN GAK KIRIM² UJUNGY REPOTIN PENERIMA UNTUK MENGAMBILNYA, MALU MALUIN SAJA TERKUTUK DEH SEMUANYA PEGAWAI YANG MAKAN GAJI BUTA",1,setahun lalu
Kantor Pos Indonesia Tangerang,Zamzam,"Kurir tidak mempunyai inisiatif, padahal pengiriman kilat khusus.

Coba tolong ya, kurir nya yang gak beres kerja nya di ganti aja.
Masih banyak orang yang butuh pekerjaan di masa pandemi ini.

Tinggal hubungi nomer yang ada dipake masa gak mau, malah paket di cancel.",1,3 tahun lalu
Kantor Pos Indonesia Tangerang,Winoto,"PARAH pake banget...beli brg dr luar cuman senilai 400rb..kena bea masuk 13rb, ppn impor 21rb, biaya admin 15rb , biaya penanganan 10rb , ppn 11%, total 60.650 ...pas bayar diktr pos jd 67rb...katanya naek tp gak ada penjelasan apa yg naek.",1,2 tahun lalu
Kantor Pos Indonesia Tangerang,Aldisa Muhammad Andi,"Kacau,,, pake ada istilah salah sortir segala,  mana tuh dokumen penting banget mau dibawa cepet2, kayak jasa kirim kemaren sore aja,, jelek bgt kinerja nya PT POS INDONESIA pantes kalah saing sama jasa kirim yang baru,, sumpah kapok udah.",1,2 tahun lalu
Kantor Pos Indonesia Tangerang,Yohanes Aditya Adhi Satria,"Jenis pengiriman pos express, dikirim dari Jogja tanggal 27 Juli 2023, baru sampai di Tangerang tanggal 1 Agustus 2023. Itupun pakai salah alamat, tp okelah yg salah alamat ini ada miskom",4,2 tahun lalu
Kantor Pos Indonesia Tangerang,Novi Manokat,"Pilih paket kilat khusus biar cepet nyampe, malah bikin emosi jiwa nungguin nya. Udah gitu laporannya bahwa penerima minta di kirim besok nya (2x). Padahal sy di rumah nungguin tuh paket.
Parah.... Parah....
Klo JNE hari itu gak tutup, gak bakalan pake jasa ini lagi.",1,5 tahun lalu
Kantor Pos Indonesia Tangerang,Ardhita Silvia Hoya,"Pengiriman barang dengan kilat kusus sudah dari tanggal 19 april 2021 - 25 april 2021 belum juga sampai. Statusnya sama terus, pdhl status dari tgl 21 - 25 april hanya diteruskan dari kantor antaran tangeran ke kantor pos curug...apakah masuk akal buat antarkan barang dari kantirpos antaran tangerang ke curug perlu sekian hari ? Pdhl pngiriman dari jateng 1 hari sampai tangerang yg jaraknya sangat jauh. Tolong ya ditindaklanjuti, sy udh komplain di vida tp tetep ga ada tindak lanjut nya sampai sekarang, ga ada perubahan sama sekali",1,4 tahun lalu
Kantor Pos Indonesia Tangerang,Niki Setiawan,"Bagus sekali pelayanannya, sampai2 paket lama bgt datangnya
Pantas aja Pos semakin maju dan dipakai semua orang mengalahkan ekspedisi swasta yang sejabodetabek cuma 1 hari nyampe",1,Diedit 3 tahun lalu
Kantor Pos Indonesia Tangerang,Ary Angga,OTW Pencairan BSU,5,sebulan lalu
