Pos Office Branch,User,Reviews,Rate,Date
Pos Indonesia KCU Semarang,Agsrimega Andini,"Umm, kalau lokasinya strategis banget. Nyaman juga, luas, loketnya pun banyak walau hanya bbrp loket saja yg dipakai. Tp jadi unik aja gitu aku sukaa, trus kesan bangunan tua tapi masih beroperasi sampe sekarang dapet banget.

Antre nya cukup lama sih, apalagi wktu mau ke cs. Utk pelayanannya sendiri aku rasa cukup, tapi bisa ditingkatin lagi yaa🙏",4,Diedit 2 tahun lalu
Pos Indonesia KCU Semarang,Febrianur ibnu,"Aku kemarin urgent banget butuh ngirim berkas.. Gak tau lagi mesti ke mana yang cepet.. Eh gak nyangka sekarang pos indonesia maju banget cuy.. Paketanku cepet banget nyampenya.. Jadi ngerasa seneng banget udah berkembang gini..

Tempatnya bersih, bersejarah, dan pelayanannya ramah
Biasanya di ibukota pada jaim dan sok, eh disini malah nggak

Sekarang lagi ada aplikasi barunya juga looo.. Kuy manfaatin biar lebih nyaman pakai pos aja kalau butuh 😁👍",4,3 tahun lalu
Pos Indonesia KCU Semarang,Bayu Andoro,"Kantor Besar Semarang terletak di Jl. Pemuda. Merupakan Titik Nol Kota Semarang. Saat ini melayani jasa pembayaran PLN, PDAM, Telpon (IndiHome), BPJS dan pembayaran pajak.
Bagi sebagian orang mungkin ada yang belum tahu bahwa kantor pos semarang buka 24 jam demi melayani kebutuhan masyarakat. Kurang lebih ada 18 loket yang siap melayani dengan ramah.",5,7 tahun lalu
Pos Indonesia KCU Semarang,mama silvia,Buruk bgt. Saya kirim barang gede kok g di infokan kalo bisa lewat kargo. Bisanya sangat membengkak. Parah bgt. Saya kira kalo kirim barang lewat kantor pos Indonesia bisa lebih hemat malah membengkak,1,4 bulan lalu
Pos Indonesia KCU Semarang,dedotz lemodh,"kapok beli materai disini,karyawan pd males kerja,jm 10 pagi petugas g ada,padahal ad petugas lain yg pd nganggur,mana byk pula yg sudah antri mau beli materai.
MAGABU perlu ditraining lg petugasnya
mengecewakan!!!!",1,11 bulan lalu
Pos Indonesia KCU Semarang,Wisnu Saladin,"Hari sabtu 24 mei 2025, yg jaga hanya 1 orang, pelayanan lama, melayani 1 orang aja lama banget.",1,2 bulan lalu
Pos Indonesia KCU Semarang,Mulyo Swd,Pengambilan BSU tidak ada 5 menit langsung cair.. mantabbb,5,3 minggu lalu
Pos Indonesia KCU Semarang,zahara elly,"Kantor pos terbesar dikota Semarang, dengan ciri khas bangunan masih kuno berwarna orange.Kantor pos ini semua komplit mulai dari pengiriman barang,bayar online dan filateli prangko juga ada disini.",5,7 tahun lalu
Pos Indonesia KCU Semarang,Juneekaka,"Kata security antri di counter 13. Mau liat2 ada stock perangko apa aja, disuruh ke tempat lain lupa namanya apa. Jauh2 datang dari Jakarta, dijelaskan saja engga. Bingung. Pengalaman yang sangat tidak mengenakkan..",1,setahun lalu
Pos Indonesia KCU Semarang,Muhammad Roychann,Pelayanan cepat. Tapi cuman sekadar parkir kendaraan kenapa ada tukang parkir segala yak 😆 …,4,2 bulan lalu
Pos Indonesia KCU Semarang,Tembong Sari,Barang kali yang tau jualan martabak terang bulan kantor pos dua .,1,3 bulan lalu
Pos Indonesia KCU Semarang,Taufiq Nur Ihsan,kantor pos pusat di semarang. loketnya banyak. tempat parkirnya luas. tapi dipinggir jalan,5,7 tahun lalu
Pos Indonesia KCU Semarang,Boniken Boniken,Sdm nya di kantor pos semarang bertele tele kerja tidak bisa cepat antri harus menunggu lama sedangkan sdm nya gak ada antrian diam aja sambil ngobrol sana sini gimana kantor pos nya mau bersaing dan maju sdm nya aja kerjanya kurang gesit dan cepat,1,2 tahun lalu
Pos Indonesia KCU Semarang,Mbah Jenggot,"Kantor pos besar semarang,yg terletak di 0 km kota semarang.yg merupakan bagian dari sejarah kota semarang sebagai the little nederland.sekaligus menjadi kawasan wisata kota lama semarang.akan lebih indah bila anda berkunjung di senja hari.selamat datang di kota semarang",5,4 tahun lalu
Pos Indonesia KCU Semarang,Tukang Maido,"lama bangetttttt proses pengirimannya. saya cek pengiriman mulai pagi jm 9 sampek sore jm 4 masih di tempat yg sama.
ngono kui di tanggani opo ora tooooo😡😡.
itu paket penting banget. padahal aku pakek pengiriman express loo kok kayak gini. wes kapok aku. gk mau pakek jasa pos lagi. lelet",1,8 bulan lalu
Pos Indonesia KCU Semarang,big bro,"kantor besar dikota semarang.
lokasi terletak di dekat pasar johar, komplek kota lama dan depan kantor pos ada tugu titik Nol Km kota semarang.
jam operasional sampai dengan jam 7 malam.
pelayanan baik, cepat.
maju terus PT. POS Indonesia..!",5,6 tahun lalu
Pos Indonesia KCU Semarang,VIRGA76,"Ini dulunya bangunan tua, bangunan peninggalan belanda & dirubah menjadi Kantor POS Indonesia",5,Diedit 2 tahun lalu
Pos Indonesia KCU Semarang,Ananda Desi,bangunan sangat bersejarah. berada di kompleks kota lama semarang dengan arsitektur khas belanda menjadikan kantor pos ini tidak hanya untuk mengirim surat tapi juga tempat berfoto untuk mengabadikan keindahan bangunan peninggalan zaman belanda,4,6 tahun lalu
Pos Indonesia KCU Semarang,ratna wijayanti,"Sejauh ini,pelayanan terhadap konsumen memuaskan..sy sering kirim paket utk anak sy, Alhamdulillah hari ini kirim,besok sdh sampai.. padahal kata petugas,3-4 hari sampai..eh,ini malah sehari sampai.. Alhamdulillah...jam buka jg panjang,dr pagi sampai malam..klo kita butuh kirim paket cepet & murah,POS AJA...Smoga pelayanan makin baik & makin banyak masyarakat yg terbantu...",5,2 tahun lalu
Pos Indonesia KCU Semarang,Andy Setiawan,Pelayanan antar barang ke domestik maupun ke internasional terletak di bagian kanan dari gedung kantor pos. Sebagai gambaran saya kirim barang ke Taiwan dg berat 4kg sekitar 320rb (2 s.d. 3 bln) kalau yg express sktar 1jt (3 s.d. 7 hari),4,6 tahun lalu
Pos Indonesia KCU Semarang,MUH TONI,Kantor pos yang sangat estetis dgn bangunan tua nya nan sangat terawat sampai sekarang,5,setahun lalu
Pos Indonesia KCU Semarang,Astrin,"Old building still operation (Bangunan lama yang masih berfungsi sampai sekarang).

(eng)
Exterior and interior still retain the old design.
site located in the Old Town area Semarang, weeked can be used as a place to tour (photo hunting)

Indonesia's oldest post office building in Semarang and still functions as the main post office.
the service is friendly and fast.

(indo)
Eksterior dan interiornya masih mempertahankan desain lama.
Lokasinya terletak di kawasan Kota Lama Semarang, weeked bisa dijadikan tempat berwisata (hunting foto)

bangunan pos indonesia yang paling tua di semarang dan masih difungsikan sebagai kantor pos utama.
pelayanannya ramah dan cepat.",3,5 tahun lalu
Pos Indonesia KCU Semarang,dining maenuno,"Pelayanannya cepat walau antrian banyak. CS dan petugas lainnya ramah ramah, mantep. Cm ruangannya kurang nyaman karena agak panas (tanpa AC)",4,3 tahun lalu
Pos Indonesia KCU Semarang,Dayu Suwendi,"Hari minggu , pncairan bsu lncar dan cepat",5,3 minggu lalu
Pos Indonesia KCU Semarang,moh masluri,"Pelayanan ramah, outlet banyak.
Jadi ga ngantri",5,4 tahun lalu
Pos Indonesia KCU Semarang,Dewi K.,Pertama kali kesini. Sebelum ke loket harus harus print tiket antrian dulu dan menunggu untuk dipanggil. Pelayanan overall ok👌 …,5,5 tahun lalu
Pos Indonesia KCU Semarang,Tia Isti,"pelayanannya buruk, mas-masnya yang di counter cemberut teruss, jutek, dan enggak informatif tanggal 2 september jam 5 sorean. Baru pertama kali ke kantor pos jadi tambah bingung",1,11 bulan lalu
Pos Indonesia KCU Semarang,Oei Hok,Paket dari luar negeri seharga 250 rb  pajaknya lbh dari 261...blm ongkos dari luar masuk ke indo...coba dikoreksi ada kesalahan apa kok sampai begitu....,1,setahun lalu
Pos Indonesia KCU Semarang,Crisk Anggono,Kantor Pos Semarang dan di seberangnya adalah Titik 0 KM Semarang. Kawasan kota tua yang perlu dilestarikan.,5,7 tahun lalu
Pos Indonesia KCU Semarang,Neni Wardana,"Parkir bisa di depan kantor pos. Pelayanan saat datang langsung dilayani dengan baik. Namun pelayanan via telpon tidak tersedia, ada nomer telponnya tapi pas ditelpon hanya masuk voice mail dan tidak diangkat walaupun ditelpon berkali-kali.",4,setahun lalu
Pos Indonesia KCU Semarang,Koko Si Murah Hati,Bangunan tua yg masih nyentrik dari jamannya sampe sekarang. Kita jaga bareng2 biar ttp nyaman tak tergerus oleh jaman,5,Diedit 7 tahun lalu
Pos Indonesia KCU Semarang,Edi Purwant0,Kantor pos. Perusahaan expedisi murah dan terpercaya,4,3 tahun lalu
Pos Indonesia KCU Semarang,Adinda Rizky Aulia,"2x beli materai selalu gaada yg jaga. Pos Indonesia di Jl Pahlawan semua loket bisa pembelian materai, kenapa yg di Jl Pemuda dibedakan? Kalau dibedakan at least ada yg selalu jaga (saya datang selalu pagi jam 8) dengar interaksi bahwa yg jaga materai sedang apel. Kenapa tidak ada yg backup? Apa saya harus menunggu apel selesai?😀 …",1,setahun lalu
Pos Indonesia KCU Semarang,Imam Al Amin,"Sudah sering kesini, lumayan bagus, berada pas dipinggir jalan dan Parkir Luas walau di pinggir Jalan,deket Pasar Johar Lama, dan Swalayan, jadi tempat nya termasuk strategis, Bagus lah,",5,6 tahun lalu
Pos Indonesia KCU Semarang,Faizal WP,"Gini amat pelayanan BUMN alias jelek banget

Karyawan sangat low enthusiasm at work alias males walaupun cuma nanya umur aja ga bisa 🤡 …",1,8 bulan lalu
Pos Indonesia KCU Semarang,Dr Zakir Naik Sub Indo,"Kejadian sabtu, 3 desember 2022, sekitaran pukul 17.45 wib. Teller cowok masih muda

Sebelum kami kirim, kami pastikan berat paket kami tidak lebih dari 6 kilo, sudah kami timbang dirumah, juga sudah cek lewat aplikasi POS Indonesia, biaya kurleb 280 rb

Tapi di teller harga malah jadi 330 rb, dengan alasan berat timbangan 7 kg. Setelah kami bilang kami sudah tinbang sendiri dan berat asli 6 kg, teller mengganti alasan: “kena volume”

Fine, kami batal dan pindah ke pos lainnya, di daerah semarang atas. Dan valid, tidak ada masalah timbangan (timbangan tetap 6 kilo) tidak ada masalah volume juga dan ongkir 280K.

Ini bukti bahwa ada sesuatu di pos yang berlokasi di sekitar kota lama semarang. Mohon investigasi/audit demi kepercayaan costumer",1,2 tahun lalu
Pos Indonesia KCU Semarang,ardyansah b,Layanan ok bgt sih petugas ramah semua,5,setahun lalu
Pos Indonesia KCU Semarang,Secretraveler Team,Gedung tua.  Masih terawat dan berfungsi dengan baik,4,7 tahun lalu
Pos Indonesia KCU Semarang,Dwi Novitasari,"Pastikan klo kesini tdk sedang mau ke kamar kecil/toilet. Karena toilet berada dibelakang gedung, jauh dan kecil. pintunya rusak semua. Nanya scurity ada toilet lain, malah dibilang yg rusak cuma pintunya aja kok Bu. Whattt, trs kita BAK bs diliat dr luar gt. BUMN kok kayak gini ya Allah, miris",4,2 tahun lalu
Pos Indonesia KCU Semarang,El Xtraaa,"terletak dihadapan tugu nol km kota semarang di ujung jl. pemuda.
bangunan kuno eks kolonial, bbrp bagian sdh kena sentuhan renovasi shg trlihat msh bagus.
hal pelayanan pegawai kantor pos didalamnya y...bgitulah sperti pns lainnya kurang greget",3,2 tahun lalu
Pos Indonesia KCU Semarang,Dwi Setyaningsih,Gedung bersejarah yang wajib dilestarikan.,4,7 tahun lalu
Pos Indonesia KCU Semarang,Debpras,"Tolong CS bekerja yg benar, sy sudah dtg capek capek utk mengambil barang dan refund dana yg dijanjikan ternyata belum diproses, beberapa hari kemudian masih mau ditanya paket diproses kirim ulang/tdk?what?yg benar dong kalau kerja
Terus yg namanya manager keagenan kalau kerja juga yg bertanggung jawablah! Anda sudah merugikan konsumen, karena salah memberikan informasi dari awal dan mengambil keputusan tanpa seijin konsumen, Saya punya semua bukti percakapan anda. Semoga Kantor Pos pusat mau memproses ini demi nama baik/memang tidak peduli lagi dg nama baik. Paket saya sudah terkatung2 hampir 2 bulan tanpa kejelasan. Uang ongkir juga nilainya cukup tinggi ntah kapan digantinya, ingat ya ini semua murni kesalahan manager keagenan anda",1,Diedit 4 tahun lalu
Pos Indonesia KCU Semarang,R.L. Kaswanto,"Kantor Pos Cabang Utama Semarang sangat menarik untuk dikunjungi, baik pada saat akan mengirimkan surat ataupun untuk melihat interior bangunannya yang luar biasa. Bagi mereka yang berkunjung ke Kota Semarang, ada baiknya mampir dulu untuk sekedar melihat-lihat dan mencari cemilan khan Semarang di sekitar lanskap ini.",5,2 tahun lalu
Pos Indonesia KCU Semarang,Lupi Indah,"Kantor pos , slogan pos aja
Tapi sayangnya pelayanan yang bad, bukan hanya karyawan diloketnya bahkan anak anak magang sekolah SMA pun sama , tidak ada wajah tersenyum atau ucapan terimakasih
Boleh lah dirubah cara melayani customer , apalagi untuk anak anak magang SMA",1,2 tahun lalu
Pos Indonesia KCU Semarang,Dyta kharisma putri 27,"Harusnya loket materai itu sendiri atau kalau ngga disemua teller bisa, udah cuma satu loket mau beli materai sdikit aja harus antri banyak",1,2 tahun lalu
Pos Indonesia KCU Semarang,fikri onasis,"Jangan pernah gunakan EMS POS INDONESIA karena sangat mengecewakan!, janjinya 10 hari tapi sudah 1 bulan tidak kunjung sampai!!",1,setahun lalu
Pos Indonesia KCU Semarang,Fadilla Annisa Dewanti,"seperti kantor pos biasanya. luas cukup nyaman diberi ac. saya beri bintang 3 karena pelayanan lama, banyak loket namun hanya beberapa yang buka dan mesin pengambilan nomor antrian sudah agak rusak dan kotor di halaman depannya",3,5 tahun lalu
Pos Indonesia KCU Semarang,Farhan Boskay,"Seharusnya tempatkan orang di pelayanan yg ramah bukan yg jutek kalau sekira emang yg jaga untuk pembelian matrei lg istirahat di infokan terlebih dahulu, nunggu lebih setengah jam giliran ditanya keloket lain ""lg istirahat"" ditanya masih lama atau tidak jawabannya ""ga tau"" tolong koordinasinya sesama rekan kerja ditingkatkan.
Sekedar masukan
Terima kasih.",2,3 tahun lalu
Pos Indonesia KCU Semarang,Rifky Zulfa,"Kantor Pos Besar Semarang Pemuda ini merupakan salah satu bangunan bersejarah yang ada di Kota Semarang. Di sebelah timurnya terdapat Gedung Keuangan Negara dan di sebelah barat terdapat STIE BPD Jateng. Bangunan ini dibangun pada saat pelayanan jasa pos di Indonesia hampir setengah abad.

Sebelumnya, ketika lembaga pos yang dibentuk oleh J.P.Theben Tervile ini pada tahun 1862 mulai beroperasi, gedung yang ditempati berada di Kota Lama, berseberangan dengan kantor pelayanan jasa komunikasi di Jalan Letjend Suprapto, lebih ke arah barat. Adapun Semarang termasuk dalam tiga kota pertama di nusantara yang memelopori jasa pos.

Gedung ini pernah digunakan sebagai Kantor Pos dan Telegrap, namun sekarang hanya digunakan oleh kantor pos saja. Tahun 1979 pernah dilakukan pemugaran pada gedung ini, serta penambahan ruang pada bagian belakang bangunan. Di depan Kantor Pos Besar ini terdapat tugu Titik Nol KM Semarang.",5,5 tahun lalu
Pos Indonesia KCU Semarang,Akhsanu Amala,"Udah masuk jam pelayanan (set.9), loket antrian materai masih aja kosong. Banyak yg antri dr jam 8 padahal. Hadeh..
Pelayanan yg buruk..",1,2 tahun lalu
Pos Indonesia KCU Semarang,Sudarsono Sudarsono,"Sekarang ini pelayanannya banyak yang berkurang, loketnya juga banyak yang kosong maksudnya tidak ada pelayanan. Cuma beberapa loket saja yang aktif. Sepertinya sekarang ini sepi pengunjung, atau mungkin karena bulan Ramadhan. Yang kelihatan ramai cuma yang menangani BLT",4,3 tahun lalu
Pos Indonesia KCU Semarang,sofiyati nn,Beli materai aja lama bgt.. Mesti antrian nya panjang knp gak di pisah sm yg legalisir dan cuma bisa di satu loket. Pelayaan nya di perbaiki,2,2 tahun lalu
Pos Indonesia KCU Semarang,Zidan 3,"Legalisir tgl 10 Agustus tahun 2023. Dicapnya malah tahun 2022.
Dipengadilan g diterima. Kudu ngulang lagi.. mana pengadilannya jauh lagi..",2,setahun lalu
Pos Indonesia KCU Semarang,Diah Siwi Rahayu,"Mengirimkan barang lewat sini ke jakarta. Pengiriman cepat, tempat menunggu nyaman, pegawai ramah",5,setahun lalu
Pos Indonesia KCU Semarang,Sunnah Abadi,Kantor pos kok ruwet. Saya ditipu penjual shopee. Saya kembalikan paketnya ke semarang tp Paketnya g sampai2 ke alamat penipu yg ada di semarang. G ada konfirmasi apa2 pihak kantor pos santai2 aja. Udah hampir 1 bulan g ada kejelasan. Ditelp g bisa. G telpon balik kendalanya. Ruwet kantor pos semarang,1,5 tahun lalu
Pos Indonesia KCU Semarang,wahyu nurcahyanti,Pagi hari mau beli materai tapi ngantri sesuai urutan... Udah jam buka pegawainya blm pada muncul di loket. Nungguin lama sekali,3,3 tahun lalu
Pos Indonesia KCU Semarang,Thorinio ikhlas Arfasyamukti,"Pelayanan mantap baik dari security maupun mba² teller no 12 , Terima kasih banyak udh dibantu untuk mencairkan dana bsu saya padahal udh magrib² 😀 …",5,2 tahun lalu
Pos Indonesia KCU Semarang,Riris Rumiris Sibarani,"Ibu sqya kirim barang ke malaysia lebih mahal , tpi kenapa pengitiman ke jepang lebih murah ya ?Kenapa lebih mahal kirim jajan ketimbang baju , baju sekilo baru 100rb jajan se kg 240rb mahal bget . Padahl temen saya di jepang katanya murah kirim lalu kantor pos sini tapi ibu saya coba kirim jajan ke malaysia ongkosny 7 kg hmpir 2jt
Tmn saya ibu nya kirim barang ke jepang 8kg baru 1,4 jt",1,4 tahun lalu
Pos Indonesia KCU Semarang,ihsan giriwara,"Pas dapat counter yg jaga Ramah, suka naik gunung juga, walau body radak over kapasitas tapi suka nanjak..
Mungkin proses penurunan berat kali ya..
Mau kirim / pembayaran Pengen gak ngantri datang sore hari aja yaa 😁",4,5 tahun lalu
Pos Indonesia KCU Semarang,BinTang BiRu,kantor pos dengan bangunan tempo doelu.parkiran jg tertata,5,5 tahun lalu
Pos Indonesia KCU Semarang,Christie Nareswari,"Tempatnya kurang nyaman karena tidak ada AC.
Stafnya sangat ramah dan sangat membantu memberikan layanan yang terbaik dan aman.
Pilihan transaksinya banyak, mulai dari pengiriman barang sampai pembukaan rekening tabungan di kantor pos.",5,4 tahun lalu
Pos Indonesia KCU Semarang,Nova Ariyanto,"Kantor pos tua yang masih tidak berubah fungsi sebagai agen layanan antar-mengantar dokumen maupun barang. Letaknya persis berdekatan dengan jembatan mberok, tugu nol kilo semarang dan eks alun-alun semarang.",5,7 tahun lalu
Pos Indonesia KCU Semarang,Dwi Hartanto,"Walau bangunan tua , kantor pos ini masih berdiri dengan baik",5,7 tahun lalu
Pos Indonesia KCU Semarang,lusi febriana,"saya barusan kesitu..daftar pendaftaran cod dicostumer service...jelek sekali pelayananya...saya tanya apa dijawab apa...costumer servicenya tidak bisa menjelaskan dengan jelas...sampai salah pemahaman saya ambil nomor antrian bahkan ngantri sampai lama2.....shruse peringatin dan ngarahin...kalau antriannya di cs bukan di counter... cut aja itu pegawai cs nya..ga kaya dicounternya ramah2 dan ngarahin secara jelass..... terus ngarahin disuruh daftar sendiri ..omongannya gak jelas

apa bedanya kalau daftar dirumah sama datang kekantor kl ujung2nya disuruh daftar sendiri lewat online... aneh... jelek banget.pelayanan buruk.... makanya tergerus dengan jasa pengiriman swasta...semoga jadi evaluasi kedepannya",1,4 tahun lalu
Pos Indonesia KCU Semarang,anonim,"Kantor Pos Semarang terletak di pusat perkantoran, ada badan pengelola keuangan, ada gedung keuangan negara. Kantor pos ini senantiasa ramai. Ramai sekali. Terletak di kilometer 0 semarang, dekat dengan kawasan kota tua semarang dan stasiun semarang tawang 👍👍👍👍 …",5,7 tahun lalu
Pos Indonesia KCU Semarang,Tri Bagas Bantara,Ini adalah pusatnya Kantor Pos di Semarang. Dibanding dengan Kantor Pos lainnya disini buka lebih lama yaitu sampai jam 8 malam. Pelayanan disini tidak ramah. Tempat parkir luas. Dan ruang menunggu cukup nyaman.,3,8 tahun lalu
Pos Indonesia KCU Semarang,Franky Familiam,Pelayanan kiriman barang sangat buruk. Berbeda jauh dengan kantor pos di Jl. Sultan Agung. Yang melayani pria berkumis / jenggot. Pd hr Selasa tggl 19 Feb 2019 jam 13.30 siang.,1,6 tahun lalu
Pos Indonesia KCU Semarang,Quency Ling,"Mau ambil WU trus sudah di tunjukan 2 id card , bahkan bawa tanda terima dari WU pengirimnya langsung, e... bulenya( pengambilnya) di tanya KITAS, itu bule holiday pak bukan mau tinggal di indonesia, ngotot minta keterangan dari imigrasi, saya sedih kalo lihat orang susah tapi lebih sedih lagi kalo ngomong sama orang yg lama sudah jadi pegawai dan ngotot dan tidak tau apa yg diomongkan, dari pada buang2 waktu ngomong sama orang yg gak paham lebih baik pergi supaya waktu saya tidak terbuang percuma, lain kali buat pak pegawai posnya belajar ya apa itu paspor , visa , KITAS jadi biar gak ngotot ujung2nya gak paham, its a funny story
Se indonesia raya saya baru ketemu kantor pos sekonyol ini",1,6 tahun lalu
Pos Indonesia KCU Semarang,Tukang Njajan,Bayar apa saja ya di Kantorpos,5,Diedit 2 bulan lalu
Pos Indonesia KCU Semarang,Nur Kholis,"Pelanyanan di counter 13 dengan pembelian matetai legalisir dan perangko
Sangag buruk
Mbak2nya yga jaga counter 13 sangat sangat mengecewakan... tidak responsip sibuk sendiri dengan hp.",2,2 tahun lalu
Pos Indonesia KCU Semarang,yoyok Inta,"Sebagai bangunan lama peninggalan jaman kolonial Belanda, gedung kantor pos ini termasuk terawat baik. Masukinya serasa kembali ke masa jaman Hindia Belanda.",5,5 tahun lalu
Pos Indonesia KCU Semarang,Vivi Ligas,"Mohon maaf, sempat sudzon karena paket sampai begitu lama, tp akhirnya sampai jg. Puas dengan pelayanan kantor pos Semarang. Terima kasih, salam sehat, dan sukses selalu",5,3 tahun lalu
Pos Indonesia KCU Semarang,MM LL,Barang yh sudah dpt clearance dt bea cukai pun masih ditahan d kantor poa dan diminta bayar lagi. Pungli. Korup .,1,2 tahun lalu
Pos Indonesia KCU Semarang,Ruth Yoesia,Belajar tempat bersejarah di Kantor Pos Indonesia dan belajar cara surat menyurat menggunakan perangko dll.,5,setahun lalu
Pos Indonesia KCU Semarang,krishna saputra,"Mau kirim paket kok ribet.....
Paket sebesar kotak sabun katanya kekecilan....takut hilang....harus diwadahi amplop.....
Mau bongkar paket kok gak ada ijinnya...asal mau bongkar aj....",1,3 tahun lalu
Pos Indonesia KCU Semarang,Agung Setyawan (Mountain Wind),"Tempat dimana kita bisa mengirimkan Paket dan dokumen ke mana saja di Indonesia dan Ke Luar Negeri. Bisa bayar Pajak, bisa bayar listrik, bisa kirim Uang dan masih banyak lagi.",5,4 tahun lalu
Pos Indonesia KCU Semarang,Erlin Septyaningrum,Gedung nya nuansa hindia belanda. Tempat strategis. Pelayanannya ramah dan cepat. Ada wifi juga. Di blkg gedung ada penjual2 baju. Bisa dijnagkau pakai angkutan umum atau brt juga.,4,7 tahun lalu
Pos Indonesia KCU Semarang,ricko erdianto,Petugasnya ramah dan kooperatif saat memberikan info.. 👍👍 …,5,7 bulan lalu
Pos Indonesia KCU Semarang,Dini Purwanti,"Tempat sudah tertata rapi dan bersih, pelayan pembelian materai dan alat pos lainya dilayani di loket 4. Untuk pembayaran dan kirim paket dilayani di loket tersendiri. Jd tidak dicampur aduk pelayanannya",5,Diedit 6 tahun lalu
