Pos Office Branch,User,Reviews,Rate,Date
Kantor Pos Besar Pontianak,Syaiful Alaydrus,"Pengiriman lama sampainya, pesan di Shopee via regular dikirim via cargo akhirnya 15 hari belum sampai2 padahal layanan regular lebih mahal tapi layananya ngak proffesional. Bukan cepat yang di dapat malah nunggu terlalu lama

Kayaknya memang banyak males2an lah karyawannya..

Mentang2 BUMN tapi layananya kalah sama swasta..",1,2 tahun lalu
Kantor Pos Besar Pontianak,Mour Wellen,"pelayanan sangat bagus, baik dan di sambut dengan ramah.
tidak di persulit untuk mengambil uang dari luar negeri. sehat selalu para karyawan.",5,setahun lalu
Kantor Pos Besar Pontianak,SYAK CIN,"Saya hanya melakukan penarikan Western Union di sini. Untuk pelayanannya, ya begitulah kalau dilayani pegawai pemerintah. Kena yang ramah ya ramah, kena yang jutek ya jengkelin banget.
Kadang padahal sepi antrian, konter-konter jg kosong, tapi ga dipanggil-panggil, ga tau petugasnya sibuk apa.",3,Diedit 3 tahun lalu
Kantor Pos Besar Pontianak,Vview Lin,"Jam 8pagi sampai belum buka, jam 16 pergi sdh tutup.
Kiriman paket jne 3 hari nyampai ,ini 18 hari belum nyampai.
Telp 161 yg jawab komputer bilang harus jaga jarak sampai kita menelpon pun jaga jarak?
Disuruh email ,setelah di email.gak pernah ada balasan.
Sdh tahun 2020 masih ada layanan macam ini juga rupanya",1,5 tahun lalu
Kantor Pos Besar Pontianak,Ata Ata,"Pelayanan sampah.  Parcel sudah sampai di kantor setempat seminggu yang lalu dan tidak dikirimkan.
Pengambilan barang hanya satu counter, istirahat jam 12-1, dan orangnya hanya kembali pada jam 1.35, sementara kantor segera tutup jam 2.
Setelah menanyakan tentang parcel, ternyata masih belum dibongkar, dan sampai hari ini (seminggu setelah) masih belum ada kabar, layanan telepon juga tidak dijawab, setelah di retry beberapa kali, sambunganya diputuskan, dan sudah tidak dapat dihubungi. LUAR BIASA.",1,6 tahun lalu
Kantor Pos Besar Pontianak,Paturay Tineung,"Pelayanan harus ditingkatkan agar memuaskan konsumen saat mau kirim paket. Tadi sempat berurusan dengan salah satu oknum petugas yg melayani dengan nada ketus. Mungkin ybs kecapekan. Tapi ya gak ketus juga harusnya 😁
Pos Indonesia, sebagai pelopor jasa pengiriman di Indonesia, harus bisa memberikan lebih dari jasa pengiriman swasta karena hadir lebih dulu dan ikut serta dalam sejarah bangsa.
Mudah2an ke depan lebih baik.. 💪💪💪💪💪
Saya juga baru tau, ternyata gak boleh ya bungkus paket pake kertas koran 😪😪",2,6 tahun lalu
Kantor Pos Besar Pontianak,DewasadboY,"Orang tua saya kirim motor untuk saya dari kabupaten Melawi, pas kirim ada spion nya lengkap, pas udah sampai di Pontianak spionnya hilang, ketika saya tanya ke pegawai nya dia jawab ""memang tidak ada spion nya"" dan saya bilang pas dikirim ada spion dan pegawai nya jawab lagi ""emang Ndak ada spionnya"" padahal jelas orang tua saya antar motornya lengkap ke kantor pos daerah Melawi. Kualitas kantor pos sangat tidak aman, sangat tidak recommended.",1,3 tahun lalu
Kantor Pos Besar Pontianak,DZ DN,"Paket saya dikirim dari jakarta udah hmapir 5 hari ga sampe2, padahal dokumennya kilat khusus, gmn yg standar. Saya terpaksa pake pos krn emang pengiriman dokumen dari kantor BUMN yg harus pake pos, klo bisa pake yg lain saya ga bakaln pake layanan kantor pos. Harusnya pos indonesia bisa berbenah, masa jasa pengiriman pemerintah bisa kalah saing sama swasta. Klo pake layanan JN* atau JN* ini mah sehari sampe klo paket kilat, kecewa bgt saya sama pos indonesia. Mana saat tiap ditelp ga pernah ada yg angkat lagi, bener2 ga profesional deh para pegawainya.",1,Diedit 6 tahun lalu
Kantor Pos Besar Pontianak,Hdp Official,"Pelayanan sangat buruk, pengunjung diabaikan hny surh tunggu2 gak jelas. Barang di website pos indonesia sudh tiba dipontianak tp kata cs nya sebulan lagi baru nyampe. Gak jelas sama sekali. Barangku sudh 10 hr mash belum kunjung tiba",1,3 tahun lalu
Kantor Pos Besar Pontianak,EES,Jam sore cepat karna cukup sepi,4,6 tahun lalu
Kantor Pos Besar Pontianak,Sudaru Hunter BRJ Hunter,"Pengalaman sangat buruk kalau saya ceritakan ,kiriman paket kilat aja udah 1minggu lebih  blm datang sampai sekarang, menyesal lah anda jika menggunakan layanan post .",1,4 tahun lalu
Kantor Pos Besar Pontianak,Cece Suriati,Paketan saya di kirim dri jakarta dri tgl 17 desember sampai hari ini tanggal 30 paketan juga belum saya terima. Pelanggan saya banyak batalin orderan di karenakan paket tidak sampai2. Bagian sortir barang tidak teliti paketan saya nyasar di kab. Ketapang. Sedangkan saya ada di kab.mempawah. harus nya paket saya sudah saya terima di tanggal 24. Karena masuk pontianak di tanggal 23. Apa pihak POS mau ganti rugi?? Karena kesalahan penyortiran saya jadi rugi banyak.,1,5 tahun lalu
Kantor Pos Besar Pontianak,Mila,Expedisi ter bangke!!! Kirim baso aci  surabaya- pontianak estimasi 4 hari di web. Nyatanya 3 minggu cuyy. Minta ganti rugi karna alasannya makanan kering di resi padahal udh dibilangin itu baso aci dituliss ditelfon orang nya pada begooo. Grgr pelayanan anda yg sangat jelek ini saya rugi  bukannya mempermudah seller tp bikin rugi. JANGAN PERNAH PAKE POS INDONESIA,1,5 tahun lalu
Kantor Pos Besar Pontianak,Handika Ramadhan,"Paket dr tgl 2 status gagal kirim, tp gaada yg ngehubungin sama sekali. Kantornya ditelfon jg ga ngangkat",1,2 tahun lalu
Kantor Pos Besar Pontianak,Marcellinka Yuni Agatha,"Paket dari Luar Negeri saya tidak sampai2, padahal sudah di kirimkan dari Jakarta dari tgl 12 Nov, tapi kemarin saya ke kantor pos kobar di blg masih belom nyampe.
Jakarta ke Pontianak perlu proses 14hari ?",1,5 tahun lalu
Kantor Pos Besar Pontianak,Pita Pontianak,Bagaimana ini pesanan saya dari tanggal 16 dari kediri  kok masi belom sampai ptk jugaa uda seminggu ini di aplikasi gak ada pergeran malah on progess aja tolong tinjauan paket saya .saya harap pihak kantor pos bisa hubungi saya untuj tinjauan paket saya :089653836893,1,4 tahun lalu
Kantor Pos Besar Pontianak,adrian saputra,"Mantap.. pengiriman makanan dari padang - pontianak (sungai kunyit, mempawah) dari tgl 31 desember 2021 sampai skrg belum tiba²... lihat tracking masih muter² jakrta.. kmren tlvon Cs pusat jakrta.. katanya barang sudah di pontianak..  ambil sendiri atau bagaimana kata cs nya.. ngapain juga sya ke pontianak.. jauh2 bgtu.. bukan nya pos itu anter alamat... seandainya makanan sya sampai pun entah masih bisa dimakan apa gak.🙂🙂🙂 mantul.. kinerja Pos Indonesia",1,3 tahun lalu
Kantor Pos Besar Pontianak,Raden Hasya Nadhira,"Penganter gak sabaran asli, oranh dia baru dateng, baru orang mau jalan keluar, eh udah pergi lagi. Kalo dia gitu terus, YA KAPAN PAKET NYA MAU NYAMPE KERUMAH SAYA?! HAH?! Rumah saya kexil aja dia gak bisa nunggu, apalagi kalo rumah saya besar? Emang saya bisa cling pindah gitu tiba2 kedepan rumah pas ada klakson??? Mikir.",1,6 tahun lalu
Kantor Pos Besar Pontianak,yunita,Saya cari prangko muter-muter pontianak dan kantor cabang udah pada tutup jadi saya ke kantor pos pusat eh prangko sisa dikit banget. Kadang cuma sisa 3000 kadang gak ada sama sekali sedangkan saya cari yg 5000. Padahal itu kantor pos pusat tapi prangko gak ready. Harusnya lengkap dong secara namanya aja kantor pos pusat.,1,4 tahun lalu
Kantor Pos Besar Pontianak,bintang nopi,"Saya kirim dokumen kok pas di cek di resi alamat penerima gak di isi pdhalkan udah lengkap alamatnya dan kenapa barang belum sampai"" tapi pas dicek di resi tulisannya antaran selesai/delivered",1,5 tahun lalu
Kantor Pos Besar Pontianak,bang ali,Antri terlalu lama loket banyak yg nga melayani/tutup,2,7 tahun lalu
Kantor Pos Besar Pontianak,Ade Rizky Amelia,Milih pengiriman express dr hari senin tp sampe skrg gak di antar2!!! Gak 2x lagi aku ngirim paket pake ekspedisi ini!!! Sangat mengecewakan!!! 👎🏻👎🏻 …,1,5 tahun lalu
Kantor Pos Besar Pontianak,Elis Kashady,"Ngaco lu ngirim barang,  iya di kata kilat paket kilat kilat apan  harga 37 seminggu kgk nyampe"" merek sebelah 30 ribu sehari langsung nyampe,  nipu orang apa gimna,  gila ya tang mentang punya pemerintah... Senak jidat lu aja",1,6 tahun lalu
Kantor Pos Besar Pontianak,Aris Aja,"Kiriman saya dari pare kedi udh 1bulan sejak tgl 27 bulan 11 belum juga sampai, kiriman senapan angin....pos imdonesia tolong di perbaiki pelayanan nya....",1,5 tahun lalu
Kantor Pos Besar Pontianak,Aman Lora,Bpk dan ibu ada paket atas nama Ahmad Abdurrahman rosit,5,10 bulan lalu
Kantor Pos Besar Pontianak,john wick88,"Kirim barang ke taiwan, biaya 940.000 janji estimasi 7/10 hari... Nyatanya ga sampai2.... Kalau ga bisa jangan di terima... Uang susah di cari...",1,3 tahun lalu
Kantor Pos Besar Pontianak,Richi Faizal,"Kiriman barang dari purbalingga tujuan pontianak.masak iya sih bisa nyasar sampai ke pangkalabun,jelas"" sudah tertera alamat lengkap dgn kode posnya..
Gak masuk akal sekali???",1,5 tahun lalu
Kantor Pos Besar Pontianak,desember fajartanto,"Besar namun sepi.., pernah jaya dieranya..",5,3 tahun lalu
Kantor Pos Besar Pontianak,FeruzianGAME,"Gk becus ya jadi kurir
Tolong di simak betul2 alamat udh jelss ada nama saya+nmr hape sy kenapa terkirim ke org lain!tlg antr brg sy krmh sy ada nmr resinya!",1,7 tahun lalu
Kantor Pos Besar Pontianak,Tengku Satya Pratama Putra,"Barang sudah di kantor pos ksd pontianak tapi belum bisa diambil padahal udah nunggu selama lebih dari 2 minggu, mau segera balik kampung tolong dipercepat kalau bisa besok udah bisa diambil barang nya",1,6 tahun lalu
Kantor Pos Besar Pontianak,Luqman Ieman,"Tidak aman, motor saya kirim lewat pos Indonesia pas sampai spion hilang, padahal pas kirim lengkap ada spionnya",1,3 tahun lalu
Kantor Pos Besar Pontianak,Rizqi Maghribi,"Kantor pos yang menjadi satu di antara pilihan masyarakat Kota Pontianak untuk mengirimkan paket ataupun uang tunai. Selain itu, dengan konsep gedung yang modern, kursi tunggu yang memadai, serta adanya pendingin ruangan, membuat konsumen menjadi nyaman dalam menikmati pelayanan yang ada.",4,8 tahun lalu
Kantor Pos Besar Pontianak,hndl hend,apa sudah tutup/ Ada masih buka utk drop off brg,3,9 bulan lalu
Kantor Pos Besar Pontianak,Sri Widad,"Mohon maaf banget buat pihak kantor pos, mohon lebih di tingkatkan lg ya pelayanannya, ini paket saya dr tanggal 9 mei sampe tgl 17 mei gak nyampe2, tulisannya on procces trus , padahal kiriman cuma dr jakarta timur, perasaan saya kmren2 pke layanan selain kantor pos ini, paling lama 1 minggu sudah sampai, tapi ini sudah terlambat sekali,saya sudah menanyakan masalah ini k kantornya langsung, blgnya dlam sehari dua hari udh tidak ada kendala, tapi ternyata sampe skrg msh gak bisa, sekian keluhan saya, semoga bisa di tanggapi.",5,6 tahun lalu
Kantor Pos Besar Pontianak,Apollyon Wu,"Tidak becus dan tidak profesional  khususnya bagian pengiriman barang yang terlalu kaku akan jenis barang kiriman,datang jauh2 hanya untuk ditolak barang kirimannya,alasan tidak jelas,hanya karena ada magnetnya pada hal harus dijelaskan secara rinci tidak bisa itu kenapa dan mengapa ""barang kiriman anda tidak bisa kami terima dan pasti akan dikembalikan"" gitulah penjelasannya padahal kurir lain tidak pernah permasalahkan hal ini dan brang kiriman juga tidak termasuk berbahaya...sangat mengecewakan,jika tidak terpaksa janganlah menggunakan service orang2 dan instansi yang digaji negara yang bekerja dengan terpaksa..cuma di kantor inilah ada hal begituan.",1,7 tahun lalu
Kantor Pos Besar Pontianak,Rio Dermawan,"Sejarah mencatat keberadaan Pos Indonesia begitu panjang, Kantorpos pertama didirikan di Batavia (sekarang Jakarta) oleh Gubernur Jenderal G.W Baron van Imhoff pada tanggal 26 Agustus 1746 dengan tujuan untuk lebih menjamin keamanan surat-surat penduduk, terutama bagi mereka yang berdagang dari kantor-kantor di luar Jawa dan bagi mereka yang datang dari dan pergi ke Negeri Belanda. Sejak itulah pelayanan pos telah lahir mengemban peran dan fungsi pelayanan kepada publik.Setelah Kantorpos Batavia didirikan, maka empat tahun kemudian didirikan Kantorpos Semarang untuk mengadakan perhubungan pos yang teratur antara kedua tempat itu dan untuk mempercepat pengirimannya. Rute perjalanan pos kala itu ialah melalui Karawang, Cirebon dan Pekalongan.

Dan untuk di kota pontianak di Alamat : Jl. Sutan Abdurahman No. 49 Kelurahan : Sungai Bangkong Kecamatan : Pontianak Barat Kota : Pontianak Provinsi : Kalimantan Barat Kode Pos : 78000.",5,7 tahun lalu
Kantor Pos Besar Pontianak,ALI SOFYAN,"Lelet lama, banyakan ngobrol",1,5 bulan lalu
Kantor Pos Besar Pontianak,Fania Valentina,Sangat buruk.. Barang pesanan dr alibaba datang tidak lgsg diantar kerumah.. uda bulukan baru diantar sampai tulisan alamat hilang semua..,1,5 tahun lalu
Kantor Pos Besar Pontianak,Claudia,"Paket saya dr jakarta ke pontianak,uda hampir 1 minggu lebih blum terkirim ke saya yg di pontianak,pdhl tertera di paketnya pos kilat sampe kurang lebih 5 hr,di telp smua no.gk ada yg angkat yg di Pontianak sini...kapok2 pake layanan Pos ini....",1,7 tahun lalu
Kantor Pos Besar Pontianak,Amir Rudin,"Setelah melihat riwayat orang lain , sy berpikir kantor pos di ptk sangat buruk pelayanan nya",3,4 tahun lalu
Kantor Pos Besar Pontianak,Freina demetz Winter,"Pengen nanya cara kerja kantor pos itu gimana? Kita yang ambil atau di anterin,toh juga ga di bilang kantor pos yang mana jadi bingung gua",1,4 tahun lalu
Kantor Pos Besar Pontianak,HANA PUSPARINI,Paket Gula merah saya dari tanggal 29 juli 2021 belum datang dari malimping... padahal itu makanan kalau jamuran rugi saya...,1,3 tahun lalu
Kantor Pos Besar Pontianak,Dila Aprillia,Paket d bilang 1 hari sampai. Tapi nggak sampai2. D telpn buat konfirmasi nggak d angkat angkat. Trus kita harus cari paket kita kemana?,1,6 tahun lalu
Kantor Pos Besar Pontianak,Bilt Odyssey,"cacat, judulnya doang pos kilat. masih aja lama sampenya",1,setahun lalu
Kantor Pos Besar Pontianak,Dimas Yoga,"Barang lama sampe, banyak alesan nyangkut sana sini lah, padahal di webnya udah jelas barang di pontianak, PELAYANAN BURUK nomer telepon tidak pernah di ANGKAT",1,6 tahun lalu
Kantor Pos Besar Pontianak,Nana Khan,"UNTUK POS KILAT KHUSUS... SAYA SANGAT KECEWA DENGAN PELAYANAN ANDA....!!!! BISA BISANYA PAKET YANG BELUM SAYA TERIMA,,MASA KETERANGANNYA SUDAH DITERIMA....!!! JANGAN KAYAK GITU DONG.... KALAU PAKETNYA KENAPA2 GIMANA....!!!!! SEHARUSNYA KALAU BELUM DITERIMA SAMA ORANGNYA LANGSUNG JANGAN SOK SOK AN DITERIMA....!!!! GAK AMANAH SEKALI YAAA....!!!!! SEKARANG TANGGUNG JAWABNYA GIMANA....!!!!! PAKET SAYA GAK SAMPAI DITANGAN SAYA LOH INI,,BAHKAN SI KURIR JUGA GAK ADA TELPON KE HP SAYA KALAU MAU ANTAR BARANG....!!!!! SANGAT SANGAT MENGECEWAKAN.....!!!",1,3 tahun lalu
Kantor Pos Besar Pontianak,Jaka Swara,Agak kecewa tiap Kali mau tarik uang Selalu saja ganngguan sampe 4hri bolak balik post gangguan Melulu udalah datang jauh dari kampung....,2,6 tahun lalu
Kantor Pos Besar Pontianak,Time To Rayyan,"Cepat, Ramah dan Berkualitas.

Jaya selalu POS Indonesia",5,setahun lalu
Kantor Pos Besar Pontianak,Kang Mus,Bermitra dengan kantor pos,5,6 tahun lalu
Kantor Pos Besar Pontianak,tina sadin,"Susah sekali hubugin kantor pos nya..
Setiap di tlp gak pernah di jawab.. Hadeeewe",1,8 tahun lalu
Kantor Pos Besar Pontianak,MJ11_12 CHANNEL,"Pelayananya cepat...   Cs. Nya ramah..
Koperasinya juga murah... Ndak nyangkee..  Hahah
Tapi untuk halamn depan kayaknye perlu sedikit polesan..  Biar lebih.  Jempoool..",4,7 tahun lalu
Kantor Pos Besar Pontianak,Ary Elvandari,Kapokkkkk pake pos.. Harga doank yg dinaikin tp gak diimbangi dg pelayanan,1,5 tahun lalu
Kantor Pos Besar Pontianak,Muhammad Irfan,lama!,1,3 bulan lalu
Kantor Pos Besar Pontianak,TOTOK SUSILO PAMUJI NUGROHO,"Kantor pos sini mantap,,,
Sebaiknya ditingkatkan lagi tingkat cueknya",1,3 tahun lalu
Kantor Pos Besar Pontianak,Chelyka Manurung,PEGAWAI TIDAK RAMAH. HARI PERTAMA KIRIM BARANG BISA. HARI KEDUA DITOLAK MENTAH2. GAK LAGI DEH.,1,2 tahun lalu
Kantor Pos Besar Pontianak,Mardonius Hero,"mana ni paketan saya, dari tanggal 4 sampai sekarang belum di antar ke rumah",1,5 tahun lalu
Kantor Pos Besar Pontianak,Elyza Fatinah,"Pelayanan sangat buruk, terlalu prosedur",1,setahun lalu
Kantor Pos Besar Pontianak,shafrian tri Fajari,Layanan lama.,2,3 bulan lalu
Kantor Pos Besar Pontianak,Kevin,BUMN yg mengecewakan.. paket lelet banget sampainya,1,5 tahun lalu
Kantor Pos Besar Pontianak,Christina Beatrice,The staffs in Customer Service aren't friendly. Ketika staff nya lebih galak dari pengirim :(,1,5 tahun lalu
Kantor Pos Besar Pontianak,Eki Dwi C A Y,Bisa gak kirim barang minyak urut ke Malaysia???berapa biaya,2,3 tahun lalu
Kantor Pos Besar Pontianak,Rofijks Virahman,"Mas lama banget sih barangnya datang, udh hmpir 2 minggu ne",1,7 tahun lalu
Kantor Pos Besar Pontianak,Litha Phang,Kenapa susah di hubungi kantor pos pontianak... Mana pelayanan ny??,1,8 tahun lalu
Kantor Pos Besar Pontianak,Davin Lisley,Pelayanan jelek banget,1,7 bulan lalu
Kantor Pos Besar Pontianak,Vincent William,paket saya diantar ke warnet padahal alamat sudah tertera jelas,1,7 tahun lalu
Kantor Pos Besar Pontianak,sony hartono,Bisa mencairkan Western Union dengan cepat dan mudah.,4,9 tahun lalu
Kantor Pos Besar Pontianak,Arfa Satria,"Pelayanan tidak baik, mencari kesempatan dalam kesempitan.",1,5 tahun lalu
Kantor Pos Besar Pontianak,Lukman Hqeem,"Layanannya memuaskan, cukup enak mengunjunginya meski ditengah siang bolong.",5,8 tahun lalu
Kantor Pos Besar Pontianak,Wanda Hidayat,Layanannya cepat,5,7 tahun lalu
Kantor Pos Besar Pontianak,Prasetyo Aji Nugroho,Untuk pengiriman berkas penting bisa aman,4,4 tahun lalu
Kantor Pos Besar Pontianak,tono chia,Kurirnya malas sekali antar paketnya.,1,8 tahun lalu
Kantor Pos Besar Pontianak,Fikri Ptk,"Malam ,saya mau nanya bantuan blt udah kelhar ya pak",5,5 tahun lalu
Kantor Pos Besar Pontianak,Radika Aryuli,"Ditelpon selalu ga angkat
Lbh dr 5x telpon tak ada yg angkat",1,6 tahun lalu
Kantor Pos Besar Pontianak,inge galau,"kenapa d telfon  tidak ada yang angkat
susah benar angkat telfon",1,8 tahun lalu
Kantor Pos Besar Pontianak,Subhan Almursyidi,Petugasnya punya kinerja yg baik,5,6 tahun lalu
Kantor Pos Besar Pontianak,Pramono Djati,Kantor pos besar di wil kalbar,5,4 tahun lalu
Kantor Pos Besar Pontianak,Junaidi Junaidi,Saya lg masang sounsiste...,5,9 tahun lalu
Kantor Pos Besar Pontianak,A kit,Pengiriman terburuk,1,3 tahun lalu
Kantor Pos Besar Pontianak,Arman,pelayanannya cukup bagus,5,4 tahun lalu
Kantor Pos Besar Pontianak,widyantara,pelayanan bagus dan cepat tanggap.,4,7 tahun lalu
Kantor Pos Besar Pontianak,Reed R,Pelayanan bagus,4,2 tahun lalu
Kantor Pos Besar Pontianak,the samutai X,Lumayan bagus,5,setahun lalu
Kantor Pos Besar Pontianak,Andy Arkham (Andy),Mending jangan pake pos,1,7 tahun lalu
Kantor Pos Besar Pontianak,Mulyadi Ardiansyah,Beli materai dsini sj,4,7 tahun lalu
Kantor Pos Besar Pontianak,Nudi Wicaksono,Pelayanan memuaskan,3,2 tahun lalu
Kantor Pos Besar Pontianak,stefan kolius,Pelayanan sangat buruk,1,6 tahun lalu
Kantor Pos Besar Pontianak,Elit Irawan,Telp ga diangkat2...,1,8 tahun lalu
Kantor Pos Besar Pontianak,daily laulaikasr,Bagus,5,setahun lalu
Kantor Pos Besar Pontianak,Inoue Jun,Kantor Pos Pusat Pontianak,5,5 tahun lalu
Kantor Pos Besar Pontianak,Mala Karmila Wati,Alhamdulillah puas,5,3 tahun lalu
